seed,R,T,policy_cost,hungarian_distance_only_cost,hungarian_kappa_cost,milp_objective,serve_all_flag,n_unserved_tasks,term_travel_time,term_makespan,term_balance,n_decisions,n_commitments,cost_is_from_failed_rollout,greedy_served_all,greedy_n_unserved,kappa_served_all,kappa_n_unserved,greedy_term_travel_time,greedy_term_makespan,greedy_term_balance,kappa_term_travel_time,kappa_term_makespan,kappa_term_balance,expert_replay_cost,epoch_count,simulator_failure
96131,30,90,356.90129239850336,400.6264649980137,396.8342463301632,,1,0,4315.324856310762,221.6882926437608,41.42748955568416,45,90,0,1,0,1,0,4305.95840082159,222.87850127138486,104.65276419353961,4290.678914632282,230.58879228168135,97.950907507451,,45,0
96132,30,90,390.5750509214292,410.3564064012817,411.98359647829614,,1,0,4678.487165622351,246.670904644169,47.95941929305613,50,90,0,1,0,1,0,4619.666543704594,242.92554543372972,83.02957899826367,4610.418218065653,241.61214183623068,86.66383973465307,,50,0
96133,30,90,376.06307558100207,446.0492948212196,446.1900682639907,,1,0,4636.339817924929,225.95886302555544,38.10953887387771,46,90,0,1,0,1,0,4623.394064779927,264.9542815764621,126.35040369375812,4660.106959636586,264.9542815764621,123.19485744882212,,46,0
96134,30,90,300.64005654540983,358.92146144760284,338.65140865409387,,1,0,3454.643476768535,191.68683171454094,49.69528331673686,39,90,0,1,0,1,0,3524.1592217748143,212.00328896143841,120.02028762037929,3536.869521665602,212.00328896143841,89.75510614650688,,39,0
96135,30,90,279.3797264460335,308.98706902094324,305.2452652713803,,1,0,3267.459161507874,186.64645898098584,38.02549460781266,38,90,0,1,0,1,0,3227.288214138431,187.99595842954554,83.74354479385518,3215.591870625586,187.99595842954554,79.4409652277465,,38,0
96136,30,90,372.44402609800903,423.50037892064313,403.61695879570743,,1,0,4443.933174324538,230.4629886825474,48.959738991329516,47,90,0,1,0,1,0,4490.622264155726,248.19460728547529,111.88897899047578,4455.0961317155525,233.77565866612397,91.55482018275688,,47,0
96137,30,90,296.9928828696781,338.56074646349714,331.0588419131632,,1,0,3586.975638002061,190.74396976812895,32.680733350394064,39,90,0,1,0,1,0,3549.7702520582834,198.56553884047733,93.07159396042783,3555.8147781509633,201.45150795837134,80.75429854490937,,39,0
96138,30,90,287.74001592724943,312.95798054192346,313.59810541548984,,1,0,3216.942167852143,192.84108243904262,52.516164057696315,39,90,0,1,0,1,0,3248.097013450526,197.4144178428024,84.29895676442345,3253.961154603895,198.72873229270687,84.22918860506911,,39,0
96139,30,90,360.02743404638323,393.18259546309923,378.2569693879911,,1,0,4289.603510892195,226.14960069516908,46.73225578729193,46,90,0,1,0,1,0,4186.160787153716,232.0486635573429,101.76437013690833,4180.687126569291,233.23077893341357,80.4285120420598,,46,0
96140,30,90,288.82281972475954,338.27224472823247,341.5235065727487,,1,0,3403.0101173740677,190.13601823394774,37.98486443005132,39,90,0,1,0,1,0,3439.838324065958,199.44020927887024,102.4103105529904,3512.616874138561,220.25109392852482,93.25714194696639,,39,0
96141,30,90,346.95807082581024,360.10199980749667,362.2968476851123,,1,0,4087.844150976692,215.17585594928835,50.1984610939778,44,90,0,1,0,1,0,3787.406028293584,220.00341297374194,94.88502135548023,3754.052412647955,218.82857708649377,101.49119341578798,,44,0
96142,30,90,275.3196484975497,350.03798936932634,333.64064076461176,,1,0,3323.8159023738053,189.35406200342706,26.109793895070226,38,90,0,1,0,1,0,3451.1778038931166,209.61873680279786,114.76150779041473,3442.2098513268397,212.2309978544084,91.13981328012191,,38,0
96143,30,90,303.8892465049242,343.21529865066776,333.26806012355354,,1,0,3634.073881498303,195.8934339896876,36.501787197064175,40,90,0,1,0,1,0,3492.8425983228854,195.70616653005837,105.94527839711697,3524.501795371718,197.74559353545254,88.06590442006257,,40,0
96144,30,90,449.24887551410956,492.6236643702004,482.2585878168011,,1,0,5395.738924956741,262.7135549030142,61.07910341510737,53,90,0,1,0,1,0,5324.164779595891,278.08437689580825,124.60837664081456,5343.917254345417,278.576556985154,107.75075427129661,,53,0
96145,30,90,422.27308756265444,488.0995341695148,489.7127287156719,,1,0,5392.638870498866,246.64042904279052,28.165996593561374,50,90,0,1,0,1,0,5513.590765376815,270.42554429478173,103.42535088747022,5511.921355056181,270.42554429478173,105.89417498450038,,50,0
96146,30,90,416.26641973915815,443.3867363143455,442.0077885754701,,1,0,5040.153976300763,243.97611626626485,52.696538073437466,49,90,0,1,0,1,0,4867.925149428251,254.54747825781584,103.74647381125868,4875.317155242383,254.54747825781584,101.090596554639,,49,0
96147,30,90,358.7127204976266,376.12554399339905,367.21090761598845,,1,0,4112.288548884078,225.28682090893494,61.3584497914546,46,90,0,1,0,1,0,3977.1267344837843,218.06127433550907,101.20815135840186,3981.287661503688,218.06127433550907,88.0284134853531,,46,0
96148,30,90,412.77982701800056,392.0713546371123,395.9329125162533,,1,0,4833.730215763616,241.6362642566315,67.37521335982476,49,90,0,1,0,1,0,4425.873308308062,228.22600745609466,79.56156254115889,4440.20205840769,238.6017729323184,80.2230240438097,,49,0
96149,30,90,251.2179735495673,290.60222384605083,297.7004458020717,,1,0,3072.1941337667267,172.64422035111465,20.271533651729328,35,90,0,1,0,1,0,3057.899973820234,178.7832321708579,76.01116502387674,3112.5342801712236,190.3061867192354,77.23846170838782,,35,0
96150,30,90,509.02152063127585,577.6256896803237,575.8754333003285,,1,0,6616.967142270397,283.11306959186646,28.184062570742185,57,90,0,1,0,1,0,6670.282573240728,315.72518728867453,110.57830560382644,6670.634501799027,318.3872797569433,107.11664874374083,,57,0
96151,30,90,346.83141861645265,374.35967455323816,365.5776073306094,,1,0,4043.95069606491,212.3789298735716,54.99395821024466,43,90,0,1,0,1,0,3922.485877455908,228.01044642655202,100.24467926232533,3936.1295114705918,224.92665936278914,87.44974089696456,,43,0
96152,30,90,341.36415101495936,354.21624162498796,355.1570596184485,,1,0,3818.072543226689,226.77313662985762,62.84670760600059,46,90,0,1,0,1,0,3786.2505750213973,208.9420729955314,90.34855835146664,3776.500370390971,211.90161778315124,91.57211497508109,,46,0
96153,30,90,406.26214355448815,466.728563516279,458.07017081766037,,1,0,5080.512118287312,239.09381346106844,36.322792751790644,48,90,0,1,0,1,0,5023.805377195693,274.2872678012132,116.20685451569614,5025.762835987239,274.46849825145586,103.53414541934538,,48,0
96154,30,90,363.686917613934,390.7980982543329,383.3538287290014,,1,0,4397.098434619836,222.00787845884665,43.58113147770135,45,90,0,1,0,1,0,4376.914752060686,225.76736205914133,83.0575952997633,4371.022277211482,225.76736205914133,72.90839375283264,,45,0
96155,30,90,374.0978350888657,371.75401495592337,366.54522933937386,,1,0,4457.153713421363,221.19269700716657,53.31677645600331,45,90,0,1,0,1,0,4081.3013123215305,223.01767332195885,83.69775060794852,4076.332899029176,221.28696517799227,77.26950383565361,,45,0
96156,30,90,348.2163254167134,380.7506362983075,388.7633729585333,,1,0,4159.86057706998,219.33989285276323,43.9849251274415,44,90,0,1,0,1,0,4075.794147151891,243.33717597568653,90.12246134352102,4121.386096805039,243.07513721052806,97.54725152759168,,44,0
96157,30,90,275.8218428371641,307.9556906425067,310.2669217036623,,1,0,3244.5006623927547,187.8752016454099,34.593937240741354,38,90,0,1,0,1,0,3244.9661479737806,200.14650809664718,76.4626193467349,3258.421124464974,202.08301579162597,77.88368828199792,,38,0
96158,30,90,355.9966430957395,405.5615637212724,402.0022224574749,,1,0,4350.94518481769,213.59774244809995,39.65641950294082,43,90,0,1,0,1,0,4252.545968991283,240.4718630106547,110.56601973664415,4288.29509631646,245.20728058260184,100.55580608529567,,43,0
96159,30,90,475.6382485026173,548.0878721439319,542.761827770493,,1,0,5685.687352458303,278.3708871106456,67.05904583185998,56,90,0,1,0,1,0,5768.275526715387,310.7645323517585,152.3724138323189,5770.210915743542,312.1397687698947,144.07505511358022,,56,0
