seed,decision_index,n_pending,n_available,n_committed,t_features_s,t_graph_build_s,t_gnn_forward_s,t_hungarian_s,t_stages_sum_s,t_total_s,t_discrepancy_s
90000,0,0,10,0,0.0008321250206790864,5.062500713393092e-05,0.0010222499840892851,3.883300814777613e-05,0.0019438330200500786,0.0023207920021377504,-0.00037695898208767176
90000,1,1,10,0,0.0008203749894164503,3.370799822732806e-05,0.000848792027682066,3.529101377353072e-05,0.001738166029099375,0.0018519579898566008,-0.00011379196075722575
90000,2,3,10,0,0.000866917020175606,3.183301305398345e-05,0.001537584001198411,6.145797669887543e-05,0.002497792011126876,0.0018586249789223075,0.0006391670322045684
90000,3,6,10,0,0.0009192500147037208,3.3750024158507586e-05,0.0010169169981963933,3.595795715227723e-05,0.002005874994210899,0.002432583016343415,-0.0004267080221325159
90000,4,13,10,2,0.0010979590006172657,3.1916017178446054e-05,0.0011833749595098197,5.441700341179967e-05,0.002367666980717331,0.0021610409603454173,0.0002066260203719139
90000,5,17,8,8,0.0011697089648805559,3.1291041523218155e-05,0.0010732919909060001,5.5917014833539724e-05,0.002330209012143314,0.0025483749923296273,-0.0002181659801863134
90000,6,11,0,0,0.0010422500199638307,4.691601498052478e-05,0.0015373339992947876,4.2208004742860794e-05,0.002668708038982004,0.003154791018459946,-0.000486082979477942
90000,7,13,0,0,0.001083417038898915,3.362499410286546e-05,0.0011787500116042793,3.5040953662246466e-05,0.0023308329982683063,0.002288290997967124,4.254200030118227e-05
90000,8,21,0,0,0.0013515420141629875,4.125002305954695e-05,0.0022380409645847976,5.21670444868505e-05,0.0036830000462941825,0.002524124982301146,0.0011588750639930367
90000,9,23,0,0,0.001340750022791326,5.408300785347819e-05,0.001760167011525482,6.59999786876142e-05,0.0032210000208579004,0.003837833006400615,-0.0006168329855427146
90000,10,26,0,0,0.0014302500057965517,3.633397864177823e-05,0.0012906659976579249,4.1834020521491766e-05,0.0027990840026177466,0.0026944589917548,0.00010462501086294651
90000,11,31,0,0,0.0015267079579643905,5.137501284480095e-05,0.0011722500203177333,4.7084002289921045e-05,0.002797416993416846,0.002645375032443553,0.0001520419609732926
90000,12,32,0,0,0.0015211249701678753,3.312499029561877e-05,0.0008812500163912773,3.3999967854470015e-05,0.0024694999447092414,0.0027414580108597875,-0.0002719580661505461
90000,13,36,0,0,0.001596999994944781,3.062497125938535e-05,0.0009188330150209367,3.550003748387098e-05,0.002581958018708974,0.0026482079993002117,-6.624998059123755e-05
90000,14,38,1,1,0.0017157919937744737,3.608298720791936e-05,0.001102207985240966,4.02920413762331e-05,0.002894375007599592,0.0028513330034911633,4.3042004108428955e-05
90000,15,42,2,2,0.0017481669783592224,4.0457991417497396e-05,0.0009950000094249845,3.933301195502281e-05,0.002822957991156727,0.003289207990746945,-0.00046624999959021807
90000,16,43,3,3,0.001788791036233306,3.4999975468963385e-05,0.0017147919861599803,4.558300133794546e-05,0.003584165999200195,0.002997124975081533,0.0005870410241186619
90000,17,42,1,1,0.0017346669919788837,3.516697324812412e-05,0.0010542910313233733,4.187499871477485e-05,0.002865999995265156,0.0030718750203959644,-0.00020587502513080835
90000,18,42,0,0,0.0017879160004667938,3.4917029552161694e-05,0.0010297499829903245,3.429199568927288e-05,0.002886875008698553,0.0031812910456210375,-0.00029441603692248464
90000,19,43,2,2,0.0017701669712550938,3.250001464039087e-05,0.0008168329950422049,3.5792007111012936e-05,0.0026552919880487025,0.002906416018959135,-0.00025112403091043234
90000,20,41,1,1,0.0017169580096378922,3.791699418798089e-05,0.0011675000423565507,3.712496254593134e-05,0.002959500008728355,0.0032190839992836118,-0.0002595839905552566
90000,21,40,0,0,0.0016767909983173013,4.008400719612837e-05,0.0009955830173566937,3.770802868530154e-05,0.002750166051555425,0.0029428330017253757,-0.00019266695016995072
90000,22,40,0,0,0.0016657920205034316,3.0999945010989904e-05,0.0009638330084271729,4.0417013224214315e-05,0.0027010419871658087,0.0025415830314159393,0.00015945895574986935
90000,23,40,0,0,0.001655499974731356,3.2750016544014215e-05,0.0012214590096846223,3.9457983803004026e-05,0.0029491669847629964,0.003367541008628905,-0.0004183740238659084
90000,24,40,0,0,0.0016712499782443047,3.420800203457475e-05,0.0009092080290429294,3.770901821553707e-05,0.002652375027537346,0.003043707984033972,-0.00039133295649662614
90000,25,40,0,0,0.0017655420233495533,4.179199459031224e-05,0.0008615829865448177,3.812502836808562e-05,0.002707042032852769,0.0029615419916808605,-0.0002544999588280916
90000,26,40,1,1,0.0017213330138474703,3.258301876485348e-05,0.0009147920063696802,4.8749963752925396e-05,0.0027174580027349293,0.00266716699115932,5.0291011575609446e-05
90000,27,39,0,0,0.0016576250200159848,3.4374999813735485e-05,0.0009485000045970082,3.674998879432678e-05,0.0026772500132210553,0.0026190829812549055,5.816703196614981e-05
90000,28,39,0,0,0.0016576250200159848,3.362499410286546e-05,0.001354458974674344,3.6165991332381964e-05,0.0030818749801255763,0.003004583006259054,7.729197386652231e-05
90000,29,39,0,0,0.0016627919976599514,3.683299291878939e-05,0.0014158749836497009,3.970798570662737e-05,0.003155207959935069,0.0028000829624943435,0.00035512499744072556
90000,30,39,2,2,0.001625582983251661,3.1333998776972294e-05,0.0014853330212645233,0.00013691699132323265,0.0032791669946163893,0.0026162919821217656,0.0006628750124946237
90000,31,37,3,3,0.0016717920079827309,3.4624943509697914e-05,0.0015042500454001129,3.779097460210323e-05,0.003248457971494645,0.0027439160039648414,0.0005045419675298035
90000,32,34,1,1,0.001562667021062225,3.258301876485348e-05,0.0008302920032292604,3.470794763416052e-05,0.0024602499906904995,0.0024706670083105564,-1.0417017620056868e-05
90000,33,33,0,0,0.0015786670264787972,3.7457968574017286e-05,0.0008720830082893372,4.474999150261283e-05,0.0025329579948447645,0.0030996249988675117,-0.0005666670040227473
90000,34,33,1,1,0.0015660829958505929,3.712502075359225e-05,0.000874458986800164,3.62499849870801e-05,0.002513916988391429,0.0024296659976243973,8.425099076703191e-05
90000,35,32,1,1,0.001552834000904113,3.637495683506131e-05,0.001083333045244217,4.33750101365149e-05,0.002715917013119906,0.0029027090058661997,-0.00018679199274629354
