scale,budget_seconds,seed,k,window_size,build_s,gurobi_runtime_s,solve_wall_s,status,sol_count
"R=10,T=30",0.05,96001,28,4,0.004819291003514081,0.05131220817565918,0.05136749998200685,time_limit,8
"R=10,T=30",0.05,96001,29,3,0.003521582984831184,0.02800893783569336,0.02805695799179375,optimal,7
"R=10,T=30",0.05,96001,30,1,0.00190791703062132,0.0016210079193115234,0.0016481250058859587,optimal,3
"R=10,T=30",0.05,96001,31,1,0.0015058749704621732,0.0007278919219970703,0.0007551670423708856,optimal,1
"R=10,T=30",0.05,96002,0,1,0.0014369169948622584,0.0007100105285644531,0.0007342919707298279,optimal,1
"R=10,T=30",0.05,96002,1,2,0.002196500019636005,0.0028040409088134766,0.0028387500206008554,optimal,1
"R=10,T=30",0.05,96002,2,1,0.001742584048770368,0.0009129047393798828,0.0009438749984838068,optimal,1
"R=10,T=30",0.05,96002,3,3,0.0034561249776743352,0.017155885696411133,0.017199750000145286,optimal,2
"R=10,T=30",0.05,96002,4,6,0.009411167004145682,0.051587820053100586,0.05167537496890873,time_limit,2
"R=10,T=30",0.05,96002,5,6,0.008748458989430219,0.05289602279663086,0.05299004202242941,time_limit,2
"R=10,T=30",0.05,96002,6,9,0.016244124970398843,0.05299496650695801,0.05313133302843198,time_limit,1
"R=10,T=30",0.05,96002,7,13,0.030831791984383017,0.05024313926696777,0.05048637499567121,time_limit,1
"R=10,T=30",0.05,96002,8,16,0.04655020899372175,0.052145957946777344,0.052495499956421554,time_limit,1
"R=10,T=30",0.05,96002,9,16,0.05297824996523559,0.0521540641784668,0.052503000013530254,time_limit,1
"R=10,T=30",0.05,96002,10,18,0.0559507500147447,0.05404019355773926,0.05444291699677706,time_limit,1
"R=10,T=30",0.05,96002,11,19,0.06207279098453,0.05536818504333496,0.05580933397868648,time_limit,1
"R=10,T=30",0.05,96002,12,17,0.05727170902537182,0.050087928771972656,0.05047833395656198,time_limit,1
"R=10,T=30",0.05,96002,13,17,0.05123166699195281,0.0509798526763916,0.05135770799824968,time_limit,1
"R=10,T=30",0.05,96002,14,17,0.050376333005260676,0.05012106895446777,0.05054504203144461,time_limit,1
"R=10,T=30",0.05,96002,15,16,0.051840915984939784,0.05116891860961914,0.05152633402030915,time_limit,1
"R=10,T=30",0.05,96002,16,16,0.04534449998755008,0.051178932189941406,0.05150599998887628,time_limit,1
"R=10,T=30",0.05,96002,17,15,0.040299665997736156,0.05018901824951172,0.05050258297706023,time_limit,1
"R=10,T=30",0.05,96002,18,12,0.027263208001386374,0.05015397071838379,0.050397499988321215,time_limit,1
"R=10,T=30",0.05,96002,19,11,0.02423295797780156,0.050122976303100586,0.050349832978099585,time_limit,1
"R=10,T=30",0.05,96002,20,11,0.03001479199156165,0.05012106895446777,0.05033079202985391,time_limit,1
"R=10,T=30",0.05,96002,21,11,0.023429707973264158,0.05014610290527344,0.050345499999821186,time_limit,1
"R=10,T=30",0.05,96002,22,10,0.019607292022556067,0.05012178421020508,0.0502921249717474,time_limit,1
"R=10,T=30",0.05,96002,23,9,0.01608166698133573,0.05039691925048828,0.050532333028968424,time_limit,1
"R=10,T=30",0.05,96002,24,8,0.013410083018243313,0.05026602745056152,0.050421084044501185,time_limit,1
"R=10,T=30",0.05,96002,25,8,0.013563042040914297,0.05029606819152832,0.050425374996848404,time_limit,1
"R=10,T=30",0.05,96002,26,7,0.010909500007983297,0.05029106140136719,0.050397458020597696,time_limit,1
"R=10,T=30",0.05,96002,27,7,0.010955791047308594,0.05031108856201172,0.0504160420387052,time_limit,1
"R=10,T=30",0.05,96002,28,7,0.010911208984907717,0.0508267879486084,0.05094229197129607,time_limit,1
"R=10,T=30",0.05,96002,29,6,0.013841499981936067,0.05028510093688965,0.05041424999944866,time_limit,1
"R=10,T=30",0.05,96002,30,6,0.008884624985512346,0.05037522315979004,0.050467625027522445,time_limit,1
"R=10,T=30",0.05,96002,31,6,0.008871207945048809,0.05041193962097168,0.0504990000044927,time_limit,1
"R=10,T=30",0.05,96002,32,5,0.006590291974134743,0.050444841384887695,0.050518207950517535,time_limit,1
"R=10,T=30",0.05,96002,33,5,0.0067591669503599405,0.05046486854553223,0.05054479104001075,time_limit,1
"R=10,T=30",0.05,96002,34,5,0.006650208029896021,0.05068802833557129,0.05076716700568795,time_limit,1
"R=10,T=30",0.05,96002,35,5,0.006960375001654029,0.05048990249633789,0.050563625001814216,time_limit,1
"R=10,T=30",0.05,96002,36,5,0.006792499974835664,0.05067896842956543,0.05075591703644022,time_limit,1
"R=10,T=30",0.05,96002,37,2,0.0024775409838184714,0.006989002227783203,0.007022875011898577,optimal,2
"R=10,T=30",0.05,96002,38,2,0.0022652920451946557,0.0063860416412353516,0.006418541015591472,optimal,2
"R=10,T=30",0.05,96002,39,2,0.0025628749863244593,0.0063059329986572266,0.0063433340401388705,optimal,2
"R=10,T=30",0.05,96002,40,2,0.002216292021330446,0.006456136703491211,0.0064834170043468475,optimal,3
"R=10,T=30",0.05,96002,41,1,0.0014273750130087137,0.000743865966796875,0.0007683750009164214,optimal,1
"R=10,T=30",0.05,96003,0,3,0.0032701249583624303,0.020834922790527344,0.020882583979982883,optimal,1
"R=10,T=30",0.05,96003,1,1,0.0018030419596470892,0.0009698867797851562,0.000994207977782935,optimal,1
"R=10,T=30",0.05,96003,2,1,0.001434749981854111,0.0008258819580078125,0.0008490000036545098,optimal,1
"R=10,T=30",0.05,96003,3,1,0.001443082990590483,0.0007381439208984375,0.0007632920169271529,5,1
"R=10,T=30",0.05,96003,4,2,0.002104791987221688,0.0028870105743408203,0.0029161249985918403,optimal,1
"R=10,T=30",0.05,96003,5,4,0.00475445797201246,0.05023789405822754,0.05029474996263161,time_limit,4
"R=10,T=30",0.05,96003,6,5,0.006596667051780969,0.05034208297729492,0.05041416600579396,time_limit,3
"R=10,T=30",0.05,96003,7,4,0.00501112500205636,0.05170702934265137,0.05177479097619653,time_limit,9
"R=10,T=30",0.05,96003,8,9,0.016464083979371935,0.05011606216430664,0.05025295802624896,time_limit,1
"R=10,T=30",0.05,96003,9,10,0.020472124975640327,0.051030874252319336,0.05120266700396314,time_limit,1
"R=10,T=30",0.05,96003,10,10,0.027700417034793645,0.05059409141540527,0.050833625020459294,time_limit,1
"R=10,T=30",0.05,96003,11,9,0.016714958008378744,0.05878782272338867,0.058941250026691705,time_limit,1
"R=10,T=30",0.05,96003,12,8,0.013698583992663771,0.05041909217834473,0.05054416705388576,time_limit,2
"R=10,T=30",0.05,96003,13,10,0.020156375016085804,0.0501408576965332,0.05032366601517424,time_limit,1
"R=10,T=30",0.05,96003,14,13,0.031138666032347828,0.05014681816101074,0.05039033299544826,time_limit,1
"R=10,T=30",0.05,96003,15,13,0.03133674996206537,0.05016493797302246,0.05040895804995671,time_limit,1
"R=10,T=30",0.05,96003,16,9,0.015941167017444968,0.050453901290893555,0.05060654098633677,time_limit,1
"R=10,T=30",0.05,96003,17,8,0.013054875016678125,0.051954030990600586,0.05207066598813981,time_limit,2
"R=10,T=30",0.05,96003,18,8,0.013336875010281801,0.05270886421203613,0.05282708298182115,time_limit,2
"R=10,T=30",0.05,96003,19,7,0.01096341700758785,0.056303977966308594,0.05646470800274983,time_limit,2
"R=10,T=30",0.05,96003,20,5,0.006492124986834824,0.05054783821105957,0.05061999999452382,time_limit,8
"R=10,T=30",0.05,96003,21,4,0.0052262499812059104,0.032994985580444336,0.033053999999538064,optimal,9
"R=10,T=30",0.05,96003,22,3,0.003687082964461297,0.015685081481933594,0.01575241598766297,optimal,7
"R=10,T=30",0.05,96003,23,2,0.00272454199148342,0.0024209022521972656,0.0024592080153524876,optimal,2
"R=10,T=30",0.05,96003,24,1,0.0016028750105760992,0.0008759498596191406,0.0009037909912876785,optimal,2
"R=10,T=30",0.05,96003,25,1,0.00139216601382941,0.0007958412170410156,0.0008177920244634151,optimal,2
"R=10,T=30",0.05,96003,26,1,0.001373291015625,0.0007038116455078125,0.0007285409956239164,optimal,2
"R=10,T=30",0.05,96003,27,1,0.0013878750032745302,0.0007040500640869141,0.0007312499801628292,optimal,2
"R=10,T=30",0.05,96003,28,1,0.001363874995149672,0.0006508827209472656,0.0006713750190101564,optimal,2
"R=10,T=30",0.05,96003,29,1,0.0013214999926276505,0.0006449222564697266,0.000668165972456336,optimal,2
"R=10,T=30",0.05,96003,30,1,0.0013449169928207994,0.000637054443359375,0.0006571250269189477,optimal,2
"R=10,T=30",0.05,96003,31,1,0.0013473749859258533,0.0006608963012695312,0.0006825000164099038,optimal,2
"R=10,T=30",0.05,96003,32,1,0.001431250013411045,0.0008080005645751953,0.0008311250130645931,optimal,2
"R=10,T=30",0.05,96003,33,1,0.0013666250160895288,0.0007460117340087891,0.0007690410129725933,optimal,2
"R=10,T=30",0.05,96003,34,1,0.0013413329725153744,0.0007050037384033203,0.000726790982298553,optimal,1
"R=10,T=30",0.05,96003,35,1,0.0013347499771043658,0.0007610321044921875,0.0007837500306777656,optimal,1
"R=10,T=30",0.05,96004,0,1,0.001661666959989816,0.0008809566497802734,0.0009102909825742245,optimal,1
"R=10,T=30",0.05,96004,1,2,0.0023592080106027424,0.004637002944946289,0.004670875030569732,optimal,2
"R=10,T=30",0.05,96004,2,1,0.0016540000215172768,0.0008809566497802734,0.0009144999785348773,optimal,1
"R=10,T=30",0.05,96004,3,1,0.0014335000305436552,0.0007197856903076172,0.0007426660158671439,5,1
"R=10,T=30",0.05,96004,4,1,0.0013759580324403942,0.000701904296875,0.0007233750075101852,5,1
"R=10,T=30",0.05,96004,5,1,0.0013679580297321081,0.0007600784301757812,0.0007827079971320927,optimal,1
"R=10,T=30",0.05,96004,6,1,0.001378666958771646,0.0007588863372802734,0.0007792080286890268,optimal,1
"R=10,T=30",0.05,96004,7,2,0.002094208961352706,0.008770942687988281,0.008803166972938925,optimal,3
"R=10,T=30",0.05,96004,8,2,0.002644792024511844,0.005098104476928711,0.005135208019055426,optimal,3
"R=10,T=30",0.05,96004,9,4,0.004664583946578205,0.028900861740112305,0.028958292037714273,optimal,4
"R=10,T=30",0.05,96004,10,4,0.004718292038887739,0.050534963607788086,0.05059804196935147,time_limit,9
"R=10,T=30",0.05,96004,11,6,0.008611499972175807,0.0502629280090332,0.05034595797769725,time_limit,1
"R=10,T=30",0.05,96004,12,9,0.02486645895987749,0.05386495590209961,0.054008042032364756,time_limit,1
"R=10,T=30",0.05,96004,13,10,0.019439916010014713,0.050324201583862305,0.050476959033403546,time_limit,1
"R=10,T=30",0.05,96004,14,12,0.027898083033505827,0.05011701583862305,0.050313166982959956,time_limit,1
"R=10,T=30",0.05,96004,15,13,0.031175625044852495,0.05021405220031738,0.05049366701859981,time_limit,1
"R=10,T=30",0.05,96004,16,14,0.03497166698798537,0.050115108489990234,0.05037524999352172,time_limit,1
"R=10,T=30",0.05,96004,17,14,0.035356625041458756,0.05015110969543457,0.050416207988746464,time_limit,1
"R=10,T=30",0.05,96004,18,13,0.03076870902441442,0.050163984298706055,0.05041150003671646,time_limit,1
"R=10,T=30",0.05,96004,19,12,0.03434154199203476,0.05011105537414551,0.05034875002456829,time_limit,1
"R=10,T=30",0.05,96004,20,11,0.023498082999140024,0.050124168395996094,0.050304749980568886,time_limit,1
"R=10,T=30",0.05,96004,21,11,0.023947375011630356,0.05017590522766113,0.05038695799885318,time_limit,1
"R=10,T=30",0.05,96004,22,10,0.019616958044935018,0.05012106895446777,0.050285000004805624,time_limit,1
"R=10,T=30",0.05,96004,23,10,0.01935354102170095,0.05011415481567383,0.050276791967917234,time_limit,1
"R=10,T=30",0.05,96004,24,8,0.013627500040456653,0.05063891410827637,0.050754333031363785,time_limit,1
"R=10,T=30",0.05,96004,25,8,0.01318662503035739,0.0504000186920166,0.050596540968399495,time_limit,1
"R=10,T=30",0.05,96004,26,7,0.010507041006349027,0.050543785095214844,0.05064379097893834,time_limit,1
"R=10,T=30",0.05,96004,27,6,0.009057124960236251,0.05084705352783203,0.050937916967086494,time_limit,1
"R=10,T=30",0.05,96004,28,5,0.006417667027562857,0.050498008728027344,0.05056554201291874,time_limit,2
"R=10,T=30",0.05,96004,29,5,0.006263917020987719,0.0502469539642334,0.05031358398264274,time_limit,3
"R=10,T=30",0.05,96004,30,4,0.005218540958594531,0.05106019973754883,0.051120708987582475,time_limit,5
"R=10,T=30",0.05,96004,31,3,0.0037385000032372773,0.023829936981201172,0.02388579200487584,optimal,5
"R=10,T=30",0.05,96004,32,2,0.0025667499867267907,0.006526947021484375,0.0065702919964678586,optimal,4
"R=10,T=30",0.05,96004,33,2,0.002231709018815309,0.006197929382324219,0.006240541988518089,optimal,4
"R=10,T=30",0.05,96004,34,2,0.002432250010315329,0.006255149841308594,0.006290666991844773,optimal,4
"R=10,T=30",0.05,96004,35,2,0.0021742500248365104,0.006102085113525391,0.006131041969638318,optimal,4
"R=10,T=30",0.05,96004,36,2,0.002222082985099405,0.006153106689453125,0.0061870000208728015,optimal,4
"R=10,T=30",0.05,96004,37,1,0.0014849169529043138,0.0008289813995361328,0.0008539580157957971,optimal,2
"R=10,T=30",0.05,96004,38,1,0.0014256249996833503,0.0007469654083251953,0.0007697499822825193,optimal,2
"R=10,T=30",0.05,96004,39,1,0.0013466670061461627,0.0006949901580810547,0.0007147089927457273,optimal,2
"R=10,T=30",0.05,96004,40,1,0.0013158749788999557,0.0006680488586425781,0.0006885830080136657,optimal,1
"R=10,T=30",0.05,96004,41,1,0.0013077500043436885,0.0006971359252929688,0.0007182090193964541,optimal,1
"R=10,T=30",0.05,96005,0,2,0.002315124962478876,0.0027070045471191406,0.0027395000215619802,optimal,1
"R=10,T=30",0.05,96005,1,1,0.0014994589728303254,0.0007419586181640625,0.0007665420416742563,5,1
"R=10,T=30",0.05,96005,2,1,0.0013836250291205943,0.0007178783416748047,0.0007393750129267573,5,1
"R=10,T=30",0.05,96005,3,2,0.002291708020493388,0.002471923828125,0.002502332965377718,optimal,1
"R=10,T=30",0.05,96005,4,2,0.002267375006340444,0.0039288997650146484,0.003963166964240372,optimal,2
"R=10,T=30",0.05,96005,5,3,0.003345416043885052,0.024647951126098633,0.024693291983567178,optimal,6
"R=10,T=30",0.05,96005,6,3,0.00346791697666049,0.019669055938720703,0.01971604098798707,optimal,5
"R=10,T=30",0.05,96005,7,4,0.004893833945970982,0.04514598846435547,0.04520545800914988,optimal,7
"R=10,T=30",0.05,96005,8,6,0.00902283302275464,0.05116701126098633,0.05136466701515019,time_limit,1
"R=10,T=30",0.05,96005,9,9,0.01724808302242309,0.0567779541015625,0.05699854204431176,time_limit,1
"R=10,T=30",0.05,96005,10,10,0.02764016599394381,0.050477027893066406,0.05070845800219104,time_limit,1
"R=10,T=30",0.05,96005,11,12,0.028019583027344197,0.05013680458068848,0.050416207988746464,time_limit,1
"R=10,T=30",0.05,96005,12,13,0.03060925001045689,0.050161123275756836,0.05039254197617993,time_limit,1
"R=10,T=30",0.05,96005,13,13,0.03072024998255074,0.05011415481567383,0.050345584051683545,time_limit,1
"R=10,T=30",0.05,96005,14,12,0.02678891603136435,0.050115108489990234,0.05032379098702222,time_limit,1
"R=10,T=30",0.05,96005,15,12,0.0271732920082286,0.050206899642944336,0.05045829195296392,time_limit,1
"R=10,T=30",0.05,96005,16,12,0.028916915995068848,0.05012989044189453,0.05036754097091034,time_limit,1
"R=10,T=30",0.05,96005,17,12,0.029446000000461936,0.05033302307128906,0.050589249993208796,time_limit,1
"R=10,T=30",0.05,96005,18,12,0.03538108296925202,0.05013298988342285,0.05036854196805507,time_limit,1
"R=10,T=30",0.05,96005,19,12,0.027370000025257468,0.05012392997741699,0.0503510000417009,time_limit,1
"R=10,T=30",0.05,96005,20,11,0.022706167015712708,0.05012392997741699,0.050309083017054945,time_limit,1
"R=10,T=30",0.05,96005,21,9,0.01649900001939386,0.05014204978942871,0.050276166992262006,time_limit,1
"R=10,T=30",0.05,96005,22,8,0.026703292038291693,0.05010986328125,0.0502741250093095,time_limit,1
"R=10,T=30",0.05,96005,23,7,0.010787584003992379,0.05025887489318848,0.050358249980490655,time_limit,1
"R=10,T=30",0.05,96005,24,6,0.008506958023644984,0.05034184455871582,0.05044208304025233,time_limit,3
"R=10,T=30",0.05,96005,25,6,0.0084645000169985,0.05041193962097168,0.050502208003308624,time_limit,3
"R=10,T=30",0.05,96005,26,6,0.008858250046614558,0.050637006759643555,0.05072529200697318,time_limit,3
"R=10,T=30",0.05,96005,27,5,0.006622458982747048,0.03014993667602539,0.030224415997508913,optimal,9
"R=10,T=30",0.05,96005,28,4,0.005235166056081653,0.02188897132873535,0.021948124980553985,optimal,3
"R=10,T=30",0.05,96005,29,4,0.004906750051304698,0.02115607261657715,0.021208417019806802,optimal,3
"R=10,T=30",0.05,96005,30,4,0.004618624981958419,0.021152019500732422,0.021208207996096462,optimal,3
"R=10,T=30",0.05,96005,31,2,0.0024865419836714864,0.0030469894409179688,0.003084750031121075,optimal,1
"R=10,T=30",0.05,96005,32,1,0.0014902499970048666,0.0006589889526367188,0.0006935839774087071,optimal,1
"R=10,T=30",0.05,96006,0,1,0.0014052499900572002,0.0008299350738525391,0.0008524999720975757,optimal,1
"R=10,T=30",0.05,96006,1,1,0.0014393340097740293,0.0007441043853759766,0.0007711250218562782,5,1
"R=10,T=30",0.05,96006,2,3,0.0032935410272330046,0.016388893127441406,0.01643616601359099,optimal,1
"R=10,T=30",0.05,96006,3,3,0.0035892919986508787,0.019021034240722656,0.0190646659466438,optimal,4
"R=10,T=30",0.05,96006,4,2,0.002459125011228025,0.00656890869140625,0.006599541986361146,optimal,4
"R=10,T=30",0.05,96006,5,2,0.0021398330572992563,0.004843950271606445,0.0048744590021669865,optimal,2
"R=10,T=30",0.05,96006,6,4,0.004698333039414138,0.05122995376586914,0.051282667031046,time_limit,6
"R=10,T=30",0.05,96006,7,4,0.005203916982281953,0.05028390884399414,0.05036579101579264,time_limit,5
"R=10,T=30",0.05,96006,8,8,0.013542832981329411,0.0503230094909668,0.050449457950890064,time_limit,1
"R=10,T=30",0.05,96006,9,8,0.013296207995153964,0.05028796195983887,0.050404583977069706,time_limit,1
"R=10,T=30",0.05,96006,10,7,0.010833916952833533,0.0612330436706543,0.06135687499772757,time_limit,1
"R=10,T=30",0.05,96006,11,11,0.031904625007882714,0.05014300346374512,0.05036287504481152,time_limit,1
"R=10,T=30",0.05,96006,12,12,0.027282459021080285,0.050122976303100586,0.05036325001856312,time_limit,1
"R=10,T=30",0.05,96006,13,11,0.023229874961543828,0.050124168395996094,0.05030845903092995,time_limit,1
"R=10,T=30",0.05,96006,14,11,0.02316570800030604,0.05014491081237793,0.050336208019871265,time_limit,1
"R=10,T=30",0.05,96006,15,14,0.03563337499508634,0.05028796195983887,0.050553916953504086,time_limit,1
"R=10,T=30",0.05,96006,16,14,0.03602141694864258,0.05012392997741699,0.05041670904029161,time_limit,1
"R=10,T=30",0.05,96006,17,12,0.026795457990374416,0.0501708984375,0.05049983400385827,time_limit,1
"R=10,T=30",0.05,96006,18,12,0.026826834015082568,0.0501248836517334,0.05035179201513529,time_limit,1
"R=10,T=30",0.05,96006,19,9,0.02289254096103832,0.05044817924499512,0.05059145897394046,time_limit,1
"R=10,T=30",0.05,96006,20,9,0.016530957946088165,0.05023694038391113,0.05039216700242832,time_limit,1
"R=10,T=30",0.05,96006,21,7,0.010847209021449089,0.05102396011352539,0.05112358304904774,time_limit,1
"R=10,T=30",0.05,96006,22,6,0.008830625039990991,0.050364017486572266,0.050450208014808595,time_limit,1
"R=10,T=30",0.05,96006,23,5,0.006568584009073675,0.05112791061401367,0.051200916001107544,time_limit,3
"R=10,T=30",0.05,96006,24,5,0.006579083972610533,0.05067896842956543,0.05075620801653713,time_limit,3
"R=10,T=30",0.05,96006,25,5,0.006663083971943706,0.05123710632324219,0.05131170799722895,time_limit,3
"R=10,T=30",0.05,96006,26,5,0.006722667021676898,0.05029797554016113,0.050367374962661415,time_limit,1
"R=10,T=30",0.05,96006,27,3,0.003816207987256348,0.023787975311279297,0.023842416994739324,optimal,4
"R=10,T=30",0.05,96006,28,2,0.0028433750267140567,0.004235029220581055,0.004278125008568168,optimal,1
"R=10,T=30",0.05,96007,0,1,0.0017220000154338777,0.0009250640869140625,0.0009596250019967556,optimal,1
"R=10,T=30",0.05,96007,1,1,0.0014045420102775097,0.0008361339569091797,0.000865125039126724,5,1
"R=10,T=30",0.05,96007,2,2,0.0022863339981995523,0.005900144577026367,0.0059394160052761436,optimal,1
"R=10,T=30",0.05,96007,3,4,0.004896917031146586,0.05023694038391113,0.05029616696992889,time_limit,4
"R=10,T=30",0.05,96007,4,1,0.0017637500423006713,0.0008859634399414062,0.0009112500119954348,optimal,1
"R=10,T=30",0.05,96007,5,2,0.002159708004910499,0.0043239593505859375,0.004353708995040506,optimal,2
"R=10,T=30",0.05,96007,6,1,0.001521665952168405,0.0007991790771484375,0.0008219999726861715,5,1
"R=10,T=30",0.05,96007,7,4,0.004617624974343926,0.050231218338012695,0.05029012495651841,time_limit,4
"R=10,T=30",0.05,96007,8,6,0.00874429097166285,0.05048084259033203,0.050582583993673325,time_limit,1
"R=10,T=30",0.05,96007,9,8,0.013736583001445979,0.05034899711608887,0.050534125010017306,time_limit,3
"R=10,T=30",0.05,96007,10,12,0.027249249978922307,0.050128936767578125,0.05037979199551046,time_limit,1
