scale,R,T,budget_seconds,seed,cost,served_all,frac_served,n_unserved,n_window_solves,n_models_built,n_time_limit,n_no_incumbent,n_fallbacks,mean_solve_s,max_solve_s,mean_build_s,max_build_s,mean_total_per_decision_s,mean_window,max_window,total_solver_seconds,wall_seconds
"R=10,T=30",10,30,0.05,96056,200.03458558283597,1,1.0,0,31,31,22,0,0,0.03815340995788574,0.05858492851257324,0.012350009545879137,0.03103108296636492,0.05063219235519007,6.387096774193548,13,1.5695979630108923,1.6142898329999298
"R=10,T=30",10,30,0.05,96057,175.80246951198683,1,1.0,0,30,30,18,0,0,0.033130915959676106,0.050560951232910156,0.012692180570835869,0.04172654199646786,0.04593911667276795,6.1,15,1.3781735001830384,1.419973417010624
"R=10,T=30",10,30,0.05,96058,136.22686840531986,1,1.0,0,23,23,14,0,0,0.03479340802068296,0.05362510681152344,0.010491056213378097,0.02465787500841543,0.04538361778553656,5.826086956521739,10,1.043823209067341,1.0728736669989303
"R=10,T=30",10,30,0.05,96059,206.73592930450567,1,1.0,0,36,36,23,0,0,0.03504255082872179,0.05126500129699707,0.013707049832899228,0.04098691698163748,0.04886817371556794,6.638888888888889,15,1.7592542537604459,1.8123983329860494
"R=10,T=30",10,30,0.1,96000,187.18295359738002,1,1.0,0,32,32,21,0,0,0.07166657596826553,0.11912918090820312,0.014871798224703525,0.04326958302408457,0.08666801182152994,7.0,15,2.773376378288958,2.825479334045667
"R=10,T=30",10,30,0.1,96001,202.98164812341466,1,1.0,0,32,32,22,0,0,0.07573165744543076,0.19801783561706543,0.013605948000986245,0.038699000026099384,0.08945695831243938,6.75,14,2.8626226659980603,2.9143933749874122
"R=10,T=30",10,30,0.1,96002,270.2428906345933,1,1.0,0,42,42,32,0,0,0.08003502232687813,0.11556792259216309,0.021295481148020674,0.07212312502088025,0.10149630054920203,8.595238095238095,19,4.262844623066485,4.352355082985014
"R=10,T=30",10,30,0.1,96003,174.63733489038435,1,1.0,0,27,27,15,0,0,0.06175718484101472,0.1058650016784668,0.010796802443952334,0.03314374998444691,0.07265420836241294,5.703703703703703,13,1.9616636257851496,1.9963325419812463
"R=10,T=30",10,30,0.1,96004,199.20734678921957,1,1.0,0,37,37,17,0,0,0.05383778907157279,0.10200095176696777,0.011816943758104399,0.04455812502419576,0.06576943151633935,5.837837837837838,14,2.433468966104556,2.483356458018534
"R=10,T=30",10,30,0.1,96005,199.2551051366092,1,1.0,0,33,33,16,0,0,0.06315569444136186,0.11733508110046387,0.014004891487826226,0.03583841701038182,0.07729091543076334,6.848484848484849,13,2.5506002092151903,2.6015534580219537
"R=10,T=30",10,30,0.1,96006,158.44770596243734,1,1.0,0,29,29,20,0,0,0.07349922739226243,0.11037492752075195,0.013576672277975314,0.03615604102378711,0.08719826713686102,6.724137931034483,14,2.5287497469689697,2.573050792037975
"R=10,T=30",10,30,0.1,96007,204.72941892407226,1,1.0,0,37,37,20,0,0,0.06344250730566077,0.10864114761352539,0.01300315762479865,0.04907491704216227,0.0765569719227937,6.27027027027027,15,2.832607961143367,2.8858302910230123
"R=10,T=30",10,30,0.1,96008,122.50906140871768,1,1.0,0,25,25,14,0,0,0.0651694393157959,0.13327383995056152,0.009256388316862285,0.02697312500094995,0.07451648659305647,5.32,10,1.8629121648264118,1.8917709580273367
"R=10,T=30",10,30,0.1,96009,163.576791583103,1,1.0,0,32,32,20,0,0,0.06742779910564423,0.11626601219177246,0.015787915408509434,0.04287304199533537,0.08334750662834267,7.375,14,2.6671202121069655,2.7207679169951007
"R=10,T=30",10,30,0.1,96010,245.53428735168285,1,1.0,0,41,41,25,0,0,0.06329176484084711,0.11288714408874512,0.012951330409566985,0.03822495898930356,0.07635958235364453,6.439024390243903,14,3.1307428764994256,3.189995708002243
"R=10,T=30",10,30,0.1,96011,183.7113915498913,1,1.0,0,33,33,21,0,0,0.06852680986577814,0.10358691215515137,0.015106515179275337,0.03810379101196304,0.08376593933313746,7.0606060606060606,14,2.7642759979935363,2.8176654999842867
"R=10,T=30",10,30,0.1,96012,200.24538958655626,1,1.0,0,34,34,22,0,0,0.07091466118307675,0.12455606460571289,0.01512463841422954,0.04265054198913276,0.08617351461982574,7.0588235294117645,15,2.929899497074075,2.9854305000044405
"R=10,T=30",10,30,0.1,96013,240.0991322175578,1,1.0,0,36,36,26,0,0,0.07616479529274835,0.1198580265045166,0.015756784718380205,0.04632608301471919,0.09205999991940593,7.472222222222222,16,3.3141599970986135,3.375894624972716
"R=10,T=30",10,30,0.1,96014,168.92775756791318,1,1.0,0,29,29,17,0,0,0.06385111808776855,0.11018991470336914,0.014758755794148249,0.03817625000374392,0.07874201600849308,6.793103448275862,14,2.283518464246299,2.3298297080327757
"R=10,T=30",10,30,0.1,96015,198.86840744878089,1,1.0,0,30,30,20,0,0,0.07687000433603923,0.10577797889709473,0.014608419430442155,0.03628450003452599,0.0916089694655966,7.233333333333333,14,2.748269083967898,2.7974610420060344
"R=10,T=30",10,30,0.1,96016,168.34929217623792,1,1.0,0,30,30,16,0,0,0.061609721183776854,0.11258292198181152,0.012444173697925482,0.03779120900435373,0.07416607085809422,6.033333333333333,14,2.2249821257428266,2.266416541999206
"R=10,T=30",10,30,0.1,96017,121.5881078016306,1,1.0,0,24,24,11,0,0,0.05940217773119608,0.11626911163330078,0.009492729128396604,0.02409833302954212,0.06898493753639438,5.25,11,1.655638500873465,1.683027375023812
"R=10,T=30",10,30,0.1,96018,211.9245726141882,1,1.0,0,32,32,23,0,0,0.0767943263053894,0.10864806175231934,0.017235104063729523,0.05798595800297335,0.09416818465797405,7.75,17,3.0133819090551697,3.0719899579999037
"R=10,T=30",10,30,0.1,96019,169.49698315658858,1,1.0,0,29,29,15,0,0,0.06238277205105486,0.11374688148498535,0.011727619201651421,0.04001325002172962,0.07421417957862261,5.896551724137931,15,2.1522112077800557,2.191521958040539
"R=10,T=30",10,30,0.1,96020,221.9664502790433,1,1.0,0,38,38,23,0,0,0.07115984590430009,0.10637402534484863,0.018150227996030527,0.05837858299491927,0.08946075098968945,7.947368421052632,17,3.399508537608199,3.4712848750059493
"R=10,T=30",10,30,0.1,96021,161.48377949356552,1,1.0,0,25,25,19,0,0,0.0820232105255127,0.115386962890625,0.014160909920465202,0.04107887501595542,0.09631429164670408,7.04,15,2.407857291167602,2.447830624994822
"R=10,T=30",10,30,0.1,96022,182.51344044711354,1,1.0,0,30,30,18,0,0,0.06525313059488932,0.10925984382629395,0.013462949932242433,0.04409204097464681,0.07883720406292317,6.5,14,2.365116121887695,2.4101476659998298
"R=10,T=30",10,30,0.1,96023,223.55289435168342,1,1.0,0,33,33,23,0,0,0.07614324309609154,0.11045289039611816,0.0189631389362286,0.04601679201005027,0.09526413750735986,8.333333333333334,15,3.1437165377428755,3.2089135000132956
"R=10,T=30",10,30,0.1,96024,148.25566859759064,1,1.0,0,26,26,15,0,0,0.06452909799722525,0.1155860424041748,0.012838003115925508,0.035519458004273474,0.0774797018586049,6.346153846153846,14,2.0144722483237274,2.0519323329790495
"R=10,T=30",10,30,0.1,96025,178.21807702019007,1,1.0,0,37,37,16,0,0,0.05086447741534259,0.11251997947692871,0.011636480838500869,0.04334737500175834,0.06260849102526098,5.783783783783784,14,2.316514167934656,2.364062374981586
"R=10,T=30",10,30,0.1,96026,203.80850821105952,1,1.0,0,35,35,17,0,0,0.055787849426269534,0.10619616508483887,0.009140590546719198,0.03375112498179078,0.06502081909815648,5.114285714285714,13,2.2757286684354767,2.315389125025831
"R=10,T=30",10,30,0.1,96027,264.56303735740903,1,1.0,0,35,35,30,0,0,0.08810740198407854,0.11397719383239746,0.0169247486628592,0.04090700001688674,0.10518070223209049,8.028571428571428,14,3.681324578123167,3.7452099999645725
"R=10,T=30",10,30,0.1,96028,183.35022991634358,1,1.0,0,35,35,18,0,0,0.05974539348057338,0.10083699226379395,0.014077402406837792,0.04838241700781509,0.07394795000686177,6.714285714285714,13,2.588178250240162,2.641064041003119
"R=10,T=30",10,30,0.1,96029,230.75017621494806,1,1.0,0,44,44,24,0,0,0.05962625416842374,0.10142803192138672,0.01300378513670611,0.05791795899858698,0.07274584291471084,6.136363636363637,17,3.200817088247277,3.2636709170183167
"R=10,T=30",10,30,0.1,96030,205.06884960096934,1,1.0,0,30,30,19,0,0,0.07345808347066243,0.10379314422607422,0.015357084706192837,0.03983454202534631,0.08897518747641395,7.3,13,2.6692556242924184,2.7187855420052074
"R=10,T=30",10,30,0.1,96031,188.41383616469554,1,1.0,0,29,29,18,0,0,0.06798877387211241,0.10483503341674805,0.015784112036083663,0.040649083035532385,0.0839125732409543,7.310344827586207,15,2.4334646239876747,2.4833431250299327
"R=10,T=30",10,30,0.1,96032,253.03599075602216,1,1.0,0,38,38,25,0,0,0.07079965189883583,0.10291004180908203,0.017844883657648768,0.06507437501568347,0.0887929012870269,7.684210526315789,18,3.374130248907022,3.44484462501714
"R=10,T=30",10,30,0.1,96033,185.8068485531605,1,1.0,0,30,30,18,0,0,0.06453936100006104,0.10175895690917969,0.017419624966957297,0.07525291602360085,0.08209668059716932,7.233333333333333,15,2.4629004179150797,2.5142266250331886
"R=10,T=30",10,30,0.1,96034,216.79761272568888,1,1.0,0,33,33,22,0,0,0.07569941607388583,0.10995888710021973,0.015865165369839153,0.05362925003282726,0.0917066123678744,7.424242424242424,16,3.0263182081398554,3.083062916994095
"R=10,T=30",10,30,0.1,96035,162.21347442711942,1,1.0,0,29,29,14,0,0,0.05563982601823478,0.11337900161743164,0.011499718415695402,0.0381494999746792,0.06724375013687552,5.724137931034483,13,1.95006875396939,1.9870900409878232
"R=10,T=30",10,30,0.1,96036,125.12758394777744,1,1.0,0,24,24,13,0,0,0.06131875514984131,0.10287308692932129,0.009114319494983647,0.023177624971140176,0.07052770832524402,5.25,11,1.6926649998058565,1.7201848329859786
"R=10,T=30",10,30,0.1,96037,164.12718283780808,1,1.0,0,25,25,18,0,0,0.07703022003173828,0.11362910270690918,0.01891753342933953,0.04990720795467496,0.09611705339280889,8.2,15,2.402926334820222,2.4540837079985067
"R=10,T=30",10,30,0.1,96038,195.88133750066027,1,1.0,0,31,31,19,0,0,0.06429481506347656,0.11003780364990234,0.009622090133733207,0.02509495901176706,0.07401443287850387,5.419354838709677,11,2.29444741923362,2.3308495419914834
"R=10,T=30",10,30,0.1,96039,215.9865257757767,1,1.0,0,33,33,27,0,0,0.08524844140717477,0.11777901649475098,0.014283119905457803,0.030925334023777395,0.099662267604744,7.2727272727272725,12,3.288854830956552,3.3432088749832474
"R=10,T=30",10,30,0.1,96040,133.0537320488752,1,1.0,0,28,28,13,0,0,0.05266039712088449,0.10172104835510254,0.012449005893098988,0.037918167014140636,0.06522316681886357,5.857142857142857,14,1.8262486709281802,1.8639052080106921
"R=10,T=30",10,30,0.1,96041,200.78155068943232,1,1.0,0,33,33,21,0,0,0.0695863998297489,0.11612701416015625,0.014991891388710814,0.04775366699323058,0.0847129330151912,7.090909090909091,15,2.7955267895013094,2.849803459015675
"R=10,T=30",10,30,0.1,96042,179.78824734520356,1,1.0,0,29,29,21,0,0,0.07780673586089036,0.11215615272521973,0.013454132145350992,0.034131792024709284,0.09138789074094003,7.0,12,2.6502488314872608,2.6959917910280637
"R=10,T=30",10,30,0.1,96043,148.2310701210917,1,1.0,0,27,27,15,0,0,0.06214865931758174,0.11147189140319824,0.012892674253736105,0.038026707945391536,0.07516077925727048,6.148148148148148,14,2.0293410399463028,2.0672422079951502
"R=10,T=30",10,30,0.1,96044,163.5213859650549,1,1.0,0,28,28,15,0,0,0.06005087069102696,0.10419106483459473,0.011562578893582602,0.04319279099581763,0.07172060553317092,5.785714285714286,14,2.0081769549287856,2.046252000029199
"R=10,T=30",10,30,0.1,96045,245.12795569192355,1,1.0,0,42,42,24,0,0,0.06337356567382812,0.11014103889465332,0.016418398881796747,0.04490249999798834,0.07993912995776295,7.357142857142857,14,3.3574434582260437,3.430165625002701
"R=10,T=30",10,30,0.1,96046,161.38479656812362,1,1.0,0,30,30,17,0,0,0.06342140833536784,0.10098099708557129,0.015894779236987233,0.051152125000953674,0.07945737657137215,6.966666666666667,17,2.3837212971411645,2.433863000012934
"R=10,T=30",10,30,0.1,96047,127.27977874855239,1,1.0,0,26,26,11,0,0,0.05713234497950627,0.11883902549743652,0.014386432690886207,0.045596250041853637,0.07164610580254632,6.6923076923076925,14,1.8627987508662045,1.9030045000254177
"R=10,T=30",10,30,0.1,96048,213.374755635093,1,1.0,0,35,35,23,0,0,0.07248809678213937,0.11680984497070312,0.015090832031065864,0.04220725002232939,0.08771331060145582,7.057142857142857,15,3.069965871050954,3.12791737500811
"R=10,T=30",10,30,0.1,96049,168.26409946067236,1,1.0,0,32,32,18,0,0,0.0628981739282608,0.12318611145019531,0.014804282687691739,0.048489792039617896,0.07783318518886517,6.6875,14,2.4906619260436855,2.5412088750163093
"R=10,T=30",10,30,0.1,96050,160.4531305429552,1,1.0,0,28,28,15,0,0,0.060743050915854316,0.10298705101013184,0.010657940427855854,0.041033208020962775,0.07151080656954686,5.678571428571429,13,2.002302583947312,2.037836375006009
"R=10,T=30",10,30,0.1,96051,227.66798785803667,1,1.0,0,37,37,23,0,0,0.07213934047802074,0.11208891868591309,0.015110204897732852,0.04177933401660994,0.08738590308584625,7.081081081081081,15,3.2332784141763113,3.2945534579921514
"R=10,T=30",10,30,0.1,96052,180.62812136128775,1,1.0,0,29,29,20,0,0,0.07356628056230216,0.10271096229553223,0.018158856239410694,0.0591204590164125,0.09187982171765882,7.931034482758621,17,2.6645148298121057,2.7198440830106847
"R=10,T=30",10,30,0.1,96053,189.83123063053628,1,1.0,0,32,32,18,0,0,0.06616659462451935,0.10222792625427246,0.01582621237685089,0.04790733300615102,0.08213373579201289,7.125,15,2.6282795453444123,2.682427874999121
"R=10,T=30",10,30,0.1,96054,188.08131357916835,1,1.0,0,32,32,17,0,0,0.060238756239414215,0.10440206527709961,0.009872074246231932,0.027554333035368472,0.07020927477788064,5.3125,12,2.2466967928921804,2.2846478749997914
"R=10,T=30",10,30,0.1,96055,190.48921672062772,1,1.0,0,34,34,20,0,0,0.06520254471722771,0.10521793365478516,0.01757807224160334,0.04676237504463643,0.08293644492411711,7.617647058823529,16,2.819839127419982,2.8816638339776546
"R=10,T=30",10,30,0.1,96056,200.6565154564003,1,1.0,0,31,31,20,0,0,0.07149770182947959,0.10390615463256836,0.012728775513448542,0.032687375030945987,0.0843487499664808,6.387096774193548,13,2.6148112489609048,2.662163667031564
"R=10,T=30",10,30,0.1,96057,165.03930982035706,1,1.0,0,28,28,17,0,0,0.06537667342594691,0.11691808700561523,0.01494044799931414,0.04358833399601281,0.0804510448194508,6.857142857142857,15,2.2526292549446225,2.297790167038329
"R=10,T=30",10,30,0.1,96058,136.27966912578003,1,1.0,0,24,24,14,0,0,0.062217493851979576,0.10234403610229492,0.010105453082360327,0.023855915991589427,0.07242897221294697,5.583333333333333,10,1.7382953331107274,1.7681937089655548
"R=10,T=30",10,30,0.1,96059,187.6785847131285,1,1.0,0,33,33,19,0,0,0.0652971701188521,0.11208415031433105,0.011951747454462968,0.04419612500350922,0.07736126272974422,6.151515151515151,14,2.5529216700815596,2.5988246670458466
"R=10,T=30",10,30,0.25,96000,200.6836749451939,1,1.0,0,31,31,20,0,0,0.18444771151388845,0.257659912109375,0.017749049702674272,0.057288542040623724,0.20234817469627747,7.67741935483871,16,6.2727934155846015,6.334848708997015
"R=10,T=30",10,30,0.25,96001,190.9712828762894,1,1.0,0,30,30,18,0,0,0.17006627718607584,0.2530989646911621,0.014691854163538664,0.04276158398715779,0.18489088336355053,7.133333333333334,14,5.546726500906516,5.6044891670462675
"R=10,T=30",10,30,0.25,96002,265.7039234695136,1,1.0,0,41,41,32,0,0,0.19760978512647676,0.2682628631591797,0.021447847463849295,0.0627728330437094,0.21923312083420501,8.707317073170731,19,8.988557954202406,9.079607749998104
"R=10,T=30",10,30,0.25,96003,182.23061432637155,1,1.0,0,26,26,11,0,0,0.13129983498499945,0.251816987991333,0.010967145895567508,0.031805334030650556,0.14237248881433445,5.8076923076923075,13,3.701684709172696,3.7371350419707596
"R=10,T=30",10,30,0.25,96004,193.08801358719612,1,1.0,0,36,36,16,0,0,0.12041419082217747,0.25462794303894043,0.01265107405197341,0.037079624948091805,0.13317917599892504,6.055555555555555,14,4.794450335961301,4.845704375009518
"R=10,T=30",10,30,0.25,96005,182.82192092828274,1,1.0,0,33,33,15,0,0,0.13074507135333438,0.2896139621734619,0.014277769002188561,0.03588916698936373,0.14515162263220796,6.878787878787879,13,4.790003546862863,4.842554292001296
"R=10,T=30",10,30,0.25,96006,179.6240124078535,1,1.0,0,30,30,15,0,0,0.16711007754007975,0.26689910888671875,0.013416073605185375,0.03715787502005696,0.1806504125338203,6.6,14,5.419512376014609,5.4675287079880945
"R=10,T=30",10,30,0.25,96007,199.62270122743072,1,1.0,0,35,35,17,0,0,0.1349393435886928,0.2681241035461426,0.013631078632481928,0.04984045901801437,0.14869220005847247,6.457142857142857,15,5.204227002046537,5.258444459002931
"R=10,T=30",10,30,0.25,96008,137.42156063267873,1,1.0,0,25,25,13,0,0,0.14947766304016114,0.25142884254455566,0.009608614996541292,0.02730241703102365,0.15918527655536308,5.48,11,3.979631913884077,4.010895500017796
"R=10,T=30",10,30,0.25,96009,162.93637173950438,1,1.0,0,30,30,18,0,0,0.16689662933349608,0.2581300735473633,0.0173721694018847,0.04296454199356958,0.18442515546727614,7.766666666666667,14,5.5327546640182845,5.589494707994163
"R=10,T=30",10,30,0.25,96010,238.75894279385773,1,1.0,0,45,45,19,0,0,0.1253686269124349,0.26413393020629883,0.012149498998446183,0.03833725000731647,0.1376310444630993,5.911111111111111,14,6.193397000839468,6.256326749979053
"R=10,T=30",10,30,0.25,96011,183.7113915498913,1,1.0,0,33,33,19,0,0,0.15876908735795456,0.2659139633178711,0.015275550487620587,0.04037941701244563,0.17418104548987962,7.0606060606060606,14,5.747974501166027,5.804455083969515
"R=10,T=30",10,30,0.25,96012,204.53959991790128,1,1.0,0,30,30,21,0,0,0.18606834411621093,0.25883913040161133,0.017745676396104196,0.050281249976251274,0.20396709303022362,7.966666666666667,15,6.119012790906709,6.176921624981333
"R=10,T=30",10,30,0.25,96013,223.00317407804735,1,1.0,0,36,36,24,0,0,0.17845854494306776,0.2666740417480469,0.016072960610876583,0.0538620000006631,0.19469149886248893,7.472222222222222,16,7.008893959049601,7.074130832974333
"R=10,T=30",10,30,0.25,96014,162.47668982626436,1,1.0,0,30,30,17,0,0,0.14693349997202557,0.2640049457550049,0.014571040269220247,0.04433454101672396,0.16163485833482508,6.7,14,4.849045750044752,4.89721612498397
"R=10,T=30",10,30,0.25,96015,204.2456334907737,1,1.0,0,30,30,18,0,0,0.18927427927652996,0.28015708923339844,0.01438567076693289,0.03634579194476828,0.20379446933899695,7.133333333333334,14,6.113834080169909,6.165039499988779
"R=10,T=30",10,30,0.25,96016,165.4222880746375,1,1.0,0,30,30,14,0,0,0.13428089618682862,0.2612309455871582,0.012561390465513493,0.03692391695221886,0.14695785860142982,6.033333333333333,14,4.408735758042894,4.451338833954651
"R=10,T=30",10,30,0.25,96017,124.90244803902638,1,1.0,0,26,26,11,0,0,0.1256185953433697,0.2520878314971924,0.009045770857483149,0.024535917036700994,0.13475961074268875,5.269230769230769,11,3.5037498793099076,3.5350108330021612
"R=10,T=30",10,30,0.25,96018,200.62259336008935,1,1.0,0,32,32,19,0,0,0.1647147610783577,0.2584371566772461,0.01798953256184177,0.05982491699978709,0.1828543176270614,7.71875,17,5.8513381640659645,5.912618582951836
"R=10,T=30",10,30,0.25,96019,170.07951566328444,1,1.0,0,29,29,13,0,0,0.13330645396791654,0.2519240379333496,0.01168189796916177,0.047574124997481704,0.14510357328530016,5.896551724137931,15,4.2080036252737045,4.249127499992028
"R=10,T=30",10,30,0.25,96020,220.79596261584314,1,1.0,0,38,38,23,0,0,0.16670271597410502,0.2787771224975586,0.018671319103113523,0.058693959028460085,0.1855341183668076,7.947368421052632,17,7.050296497938689,7.126546290994156
"R=10,T=30",10,30,0.25,96021,148.2318005172383,1,1.0,0,25,25,11,0,0,0.1420377826690674,0.2557098865509033,0.013076253356412054,0.04888316703727469,0.15523109159665183,6.64,15,3.8807772899162956,3.9197747909929603
"R=10,T=30",10,30,0.25,96022,175.13730334320374,1,1.0,0,31,31,18,0,0,0.15066675216920913,0.25876688957214355,0.01458462902847978,0.042830875026993454,0.16538135218621802,6.870967741935484,15,5.126821917772759,5.177913458028343
"R=10,T=30",10,30,0.25,96023,214.10299441574747,1,1.0,0,33,33,23,0,0,0.18018506512497412,0.2582218647003174,0.019094486057645445,0.04540487501071766,0.1994472916103956,8.333333333333334,15,6.5817606231430545,6.649701667018235
"R=10,T=30",10,30,0.25,96024,145.1774004661409,1,1.0,0,28,28,13,0,0,0.13487617458615983,0.25989603996276855,0.012783640035195276,0.0428873750497587,0.14778044802993204,6.035714285714286,14,4.137852544838097,4.178076624986716
"R=10,T=30",10,30,0.25,96025,183.5283221012202,1,1.0,0,36,36,15,0,0,0.11735883686277601,0.26236391067504883,0.012077246551699419,0.04342091700527817,0.12954849536375454,5.916666666666667,14,4.663745833095163,4.714151083026081
"R=10,T=30",10,30,0.25,96026,200.12744065332856,1,1.0,0,35,35,13,0,0,0.12676405906677246,0.26303791999816895,0.009025437945300446,0.03232916700653732,0.13587870583869516,5.085714285714285,13,4.755754704354331,4.796172708971426
"R=10,T=30",10,30,0.25,96027,257.8139305725709,1,1.0,0,37,37,28,0,0,0.2049661198177853,0.2572510242462158,0.016381059727644094,0.03919987502740696,0.22149762394208763,7.72972972972973,14,8.195412085857242,8.265223915979732
"R=10,T=30",10,30,0.25,96028,171.4894554209657,1,1.0,0,37,37,15,0,0,0.12433157096037993,0.26735782623291016,0.013201409917815614,0.04112895799335092,0.13765182208295004,6.378378378378378,14,5.093117417069152,5.148578667023685
"R=10,T=30",10,30,0.25,96029,231.33150924619656,1,1.0,0,33,33,23,0,0,0.18759399471860944,0.26798510551452637,0.01764328405966587,0.061290042009204626,0.20538937885166061,7.878787878787879,17,6.7778495021048,6.84210529102711
"R=10,T=30",10,30,0.25,96030,188.3070813344341,1,1.0,0,30,30,17,0,0,0.15784449577331544,0.25145602226257324,0.015161805632912244,0.03507245902437717,0.17314387102572557,7.3,13,5.194316130771767,5.2462600829894654
"R=10,T=30",10,30,0.25,96031,178.98944737740803,1,1.0,0,29,29,18,0,0,0.16145386367008605,0.2619650363922119,0.015790041686629813,0.048695750010665506,0.17738646259410948,7.310344827586207,15,5.144207415229175,5.195020082988776
"R=10,T=30",10,30,0.25,96032,253.03599075602216,1,1.0,0,38,38,22,0,0,0.1596715575770328,0.2882988452911377,0.018222360603670638,0.06469799997285008,0.1780443278410913,7.684210526315789,18,6.76568445796147,6.839142875047401
"R=10,T=30",10,30,0.25,96033,185.8068485531605,1,1.0,0,30,30,18,0,0,0.15574631690979004,0.2651791572570801,0.01664580006618053,0.05492945795413107,0.17253588347424131,7.233333333333333,15,5.17607650422724,5.229844624991529
"R=10,T=30",10,30,0.25,96034,210.1088496750874,1,1.0,0,35,35,22,0,0,0.1647646563393729,0.27733516693115234,0.015195261884946376,0.0561245420249179,0.18009937960388406,7.057142857142857,16,6.303478286135942,6.363444665970746
"R=10,T=30",10,30,0.25,96035,160.9289684246048,1,1.0,0,29,29,13,0,0,0.1344008363526443,0.25669002532958984,0.012131408071707421,0.03686054202262312,0.14664614237724513,5.931034482758621,14,4.252738128940109,4.293602457968518
"R=10,T=30",10,30,0.25,96036,110.70177760288182,1,1.0,0,21,21,9,0,0,0.14711792128426687,0.2556319236755371,0.010296063525380478,0.024541541992221028,0.15752086919798916,6.095238095238095,11,3.307938253157772,3.3365396250155754
"R=10,T=30",10,30,0.25,96037,160.88910790408153,1,1.0,0,25,25,16,0,0,0.17894983291625977,0.26488399505615234,0.018626386767718942,0.043933500011917204,0.19773462176555767,8.2,15,4.943365544138942,4.993368583964184
"R=10,T=30",10,30,0.25,96038,157.0953388781934,1,1.0,0,28,28,16,0,0,0.1628677248954773,0.25242185592651367,0.01082448213544142,0.024960207985714078,0.1738005788522839,6.142857142857143,11,4.866416207863949,4.905497208004817
"R=10,T=30",10,30,0.25,96039,199.63881358461,1,1.0,0,33,33,23,0,0,0.18662013429583926,0.260908842086792,0.01426249108749978,0.030799333995673805,0.20101846848565125,7.242424242424242,12,6.633609460026491,6.689165957970545
"R=10,T=30",10,30,0.25,96040,131.0919765216361,1,1.0,0,28,28,13,0,0,0.12164682149887085,0.2677910327911377,0.012020550643293453,0.044237625028472394,0.1337777172510479,5.857142857142857,14,3.745776083029341,3.784887332993094
"R=10,T=30",10,30,0.25,96041,183.04422750823466,1,1.0,0,33,33,19,0,0,0.1503523335312352,0.252086877822876,0.01563272099927858,0.045532874995842576,0.1661268850897834,7.090909090909091,15,5.482187207962852,5.538965707994066
"R=10,T=30",10,30,0.25,96042,173.2285488456041,1,1.0,0,31,31,20,0,0,0.17614658417240267,0.2520608901977539,0.01327088577184646,0.029309790988918394,0.18954478357843454,6.774193548387097,12,5.875888290931471,5.925017416011542
"R=10,T=30",10,30,0.25,96043,148.54565022908045,1,1.0,0,27,27,14,0,0,0.14306580578839337,0.2568540573120117,0.012206847106830941,0.035662374983076006,0.15538962492589942,6.111111111111111,14,4.195519872999284,4.2351021250360645
"R=10,T=30",10,30,0.25,96044,161.92747555000054,1,1.0,0,28,28,11,0,0,0.13259401491710118,0.262894868850708,0.011818090676180353,0.03702175000216812,0.1445180459995754,5.785714285714286,14,4.046505287988111,4.085564874985721
"R=10,T=30",10,30,0.25,96045,231.2268811561113,1,1.0,0,42,42,24,0,0,0.14869256814320883,0.2654271125793457,0.016202758902051886,0.04431283299345523,0.16503540563003516,7.357142857142857,14,6.931487036461476,7.004664750013035
"R=10,T=30",10,30,0.25,96046,152.41563645375047,1,1.0,0,31,31,15,0,0,0.1424043409286007,0.25203514099121094,0.015530090065552823,0.0595174579648301,0.1580639153591267,6.870967741935484,17,4.899981376132928,4.952300874982029
"R=10,T=30",10,30,0.25,96047,125.54356343407613,1,1.0,0,26,26,9,0,0,0.11111618005312406,0.2574920654296875,0.014166431147784282,0.038534833991434425,0.1254114167196139,6.6923076923076925,14,3.260696834709961,3.301972124958411
"R=10,T=30",10,30,0.25,96048,213.6077244203877,1,1.0,0,35,35,16,0,0,0.165397766658238,0.2677431106567383,0.01487699165507885,0.04953387501882389,0.18040875711345247,7.0,15,6.314306498970836,6.374139415973332
"R=10,T=30",10,30,0.25,96049,158.08154214987405,1,1.0,0,29,29,15,0,0,0.14766633099523083,0.25656819343566895,0.016004216831161416,0.03878033300861716,0.16380543958652635,7.275862068965517,14,4.7503577480092645,4.8006265420117415
"R=10,T=30",10,30,0.25,96050,160.07442896666447,1,1.0,0,27,27,12,0,0,0.12800817136411313,0.2561800479888916,0.00860514041872833,0.025014208047650754,0.13670205093566673,5.2592592592592595,11,3.6909553752630018,3.72251812502509
"R=10,T=30",10,30,0.25,96051,226.51959826327968,1,1.0,0,37,37,21,0,0,0.15306412851488269,0.26316189765930176,0.015254996622585365,0.04386012500617653,0.16845141221592957,7.054054054054054,15,6.232702251989394,6.295245249988511
"R=10,T=30",10,30,0.25,96052,180.62812136128775,1,1.0,0,29,29,20,0,0,0.17840635365453258,0.2713479995727539,0.018133589032443304,0.055949583009351045,0.19668936483353247,7.931034482758621,17,5.703991580172442,5.760983791027684
"R=10,T=30",10,30,0.25,96053,190.756654708491,1,1.0,0,35,35,18,0,0,0.13560733113970075,0.25653505325317383,0.015071452404039778,0.04926991602405906,0.15080711663135193,6.742857142857143,15,5.278249082097318,5.335758208006155
