seed,budget_seconds,policy_cost,milp_oracle_cost_from_cache,gap_closure,serve_all_flag,n_window_solves,n_solves_hit_time_limit,n_solves_no_incumbent,n_solves_fallback_fired,measured_total_solve_seconds,measured_mean_per_decision_seconds,n_decisions,measured_total_build_seconds,mean_build_s,mean_solve_s,instance_wall_clock_seconds
90155,1.0,279.5390657572033,,,1,59,43,28,28,44.251451703778,0.7500246051487797,69,4.394149584346451,0.07447711159909239,0.7500246051487797,48.81896708300337
90156,1.0,276.99511510131606,,,1,56,38,23,23,40.78481299907435,0.7283002321263277,67,3.618002086819615,0.06460718012177884,0.7283002321263277,44.55854750005528
90157,1.0,200.22474093633792,,,1,42,33,15,15,34.17874050390674,0.8137795358073033,54,3.324348410067614,0.07915115262065749,0.8137795358073033,37.649597333977
90158,1.0,354.34346911929356,,,1,69,55,34,34,56.97814562369604,0.8257702264303773,85,7.415596628270578,0.10747241490247214,0.8257702264303773,64.72570929100038
90159,1.0,295.0086245029538,,,1,53,35,21,21,40.67652003507828,0.7674815100958167,70,3.6545119218644686,0.06895305512951827,0.7674815100958167,44.490900708013214
90160,1.0,157.8138809771398,,,1,37,23,12,12,25.99278321181191,0.7025076543732949,43,1.9338365412550047,0.05226585246635148,0.7025076543732949,28.017720040981658
90161,1.0,384.8705967540088,,,1,77,57,38,38,61.545613084046636,0.7992936764161901,93,7.355391130084172,0.09552456013096328,0.7992936764161901,69.17688366700895
90162,1.0,291.4285460311788,,,1,58,44,25,25,46.240393914224114,0.7972481709348985,70,4.760907753952779,0.0820846164474617,0.7972481709348985,51.19028691702988
90163,1.0,285.12156318104275,,,1,52,36,19,19,38.935074837179855,0.7487514391765356,67,3.626507664041128,0.06974053200079092,0.7487514391765356,42.71689637500094
90164,1.0,433.5595866396665,,,1,82,68,45,45,71.25070449779741,0.8689110304609441,99,7.531593291321769,0.09184869867465573,0.8689110304609441,79.06610370799899
90165,1.0,379.3632885748066,,,1,76,56,35,35,58.285234704846516,0.7669109829585068,91,6.746405333047733,0.08876849122431227,0.7669109829585068,65.28906879201531
90166,1.0,273.7086899889255,,,1,55,42,22,22,43.47628841677215,0.7904779712140391,69,4.529200916411355,0.08234910757111555,0.7904779712140391,48.19387737498619
90167,1.0,290.79628153243266,,,1,60,41,30,30,42.6567470850423,0.7109457847507049,72,4.2137335880543105,0.07022889313423851,0.7109457847507049,47.0331366659957
90168,1.0,284.0612457847617,,,1,58,42,27,27,44.48660650412785,0.7670104569677215,70,4.336841411946807,0.07477312779218633,0.7670104569677215,48.995190916990396
90169,1.0,417.78023505207807,,,1,74,56,40,40,59.5766530832625,0.8050899065305743,94,6.394099374476355,0.08640674830373452,0.8050899065305743,66.20052641700022
90170,1.0,424.9797599518904,,,1,79,61,40,40,64.67131354095181,0.8186242220373647,96,7.15771933295764,0.09060404218933722,0.8186242220373647,72.09851099998923
90171,1.0,344.53594542710846,,,1,71,50,35,35,52.31367929029511,0.7368123843703537,86,6.508773668843787,0.0916728685752646,0.7368123843703537,59.05850949999876
90172,1.0,350.98038062262566,,,1,65,50,32,32,53.36758104292676,0.8210397083527193,84,5.822166040947195,0.08957178524534147,0.8210397083527193,59.41725683299592
90173,1.0,269.565073189994,,,1,55,39,26,26,41.62575750122778,0.7568319545677779,67,4.433792917989194,0.08061441669071262,0.7568319545677779,46.23705383297056
90174,1.0,263.9028799504657,,,1,55,43,25,25,44.395806828688364,0.807196487794334,66,4.894087964086793,0.08898341752885079,0.807196487794334,49.483800416986924
90175,1.0,285.0143512083176,,,1,54,41,29,29,42.507596871757414,0.7871777198473595,69,4.5207568377954885,0.08371771921843497,0.7871777198473595,47.19782041601138
90176,1.0,244.04117900831534,,,1,54,34,17,17,35.45096816599835,0.6564994104814509,62,2.9798213758622296,0.05518187733078203,0.6564994104814509,38.56699591700453
90177,1.0,295.994626231918,,,1,55,37,23,23,40.33588150382275,0.7333796637058682,70,4.102936080133077,0.0745988378206014,0.7333796637058682,44.60017966700252
90178,1.0,274.945857264053,,,1,51,41,24,24,42.57765462715179,0.8348559730814076,65,4.669508375925943,0.09155898776325379,0.8348559730814076,47.42597083299188
90179,1.0,251.98954325258788,,,1,50,34,18,18,35.91673703992274,0.7183347407984547,62,2.682336838042829,0.053646736760856586,0.7183347407984547,38.71792008401826
90180,1.0,315.0654836397328,,,1,64,46,29,29,48.393109085271135,0.7561423294573615,76,5.750396206858568,0.08984994073216512,0.7561423294573615,54.359126166964415
90181,1.0,273.2058904770147,,,1,54,38,23,23,40.04210191796301,0.7415204058882039,67,4.665840832924005,0.08640445986896304,0.7415204058882039,44.89462795801228
90182,1.0,323.0238097104409,,,1,64,42,28,28,43.55808829219313,0.6805951295655177,79,4.82513387221843,0.07539271675341297,0.6805951295655177,48.564840084000025
90183,1.0,387.21882636522935,,,1,74,61,47,47,63.97445778484689,0.8645196997952282,90,7.978087836760096,0.10781199779405536,0.8645196997952282,72.22509587497916
90184,1.0,288.74817941646427,,,1,56,40,27,27,42.46774271002505,0.7583525483933045,70,4.904568795929663,0.08758158564160112,0.7583525483933045,47.55240829102695
90185,1.0,276.70613591481185,,,1,57,42,26,26,45.55979408614803,0.7992946330903163,69,5.02046387270093,0.08807831355615665,0.7992946330903163,50.77151379099814
90186,1.0,248.2938498535819,,,1,49,35,24,24,36.46987379086204,0.7442831385890212,62,3.659022789739538,0.07467393448448037,0.7442831385890212,40.27075550000882
90187,1.0,298.3088124623346,,,1,61,42,22,22,43.405803496192675,0.7115705491179127,75,3.8328667526948266,0.06283388119171847,0.7115705491179127,47.403026916028466
90188,1.0,256.1145364877228,,,1,52,36,26,26,37.99469070928171,0.7306671290246484,63,3.892717250972055,0.07485994713407798,0.7306671290246484,42.03905133303488
90189,1.0,432.95269781474633,,,1,80,59,35,35,62.656737922050525,0.7832092240256315,100,7.56072483578464,0.094509060447308,0.7832092240256315,70.51397833396913
90190,1.0,292.3059013446618,,,1,60,43,29,29,44.744054877897725,0.7457342479649621,73,4.7223695809952915,0.07870615968325485,0.7457342479649621,49.64779570797691
90191,1.0,260.04534083596104,,,1,50,35,20,20,36.786110583751,0.7357222116750199,63,3.3925789540517144,0.06785157908103429,0.7357222116750199,40.32415837497683
90192,1.0,360.1835832735212,,,1,68,51,24,24,54.382522621483076,0.7997429797276923,83,5.899031089502387,0.08675045719856452,0.7997429797276923,60.537428666022606
90193,1.0,254.65350916154867,,,1,46,28,18,18,31.82181529176887,0.6917785932993233,61,2.787069915095344,0.06058847641511618,0.6917785932993233,34.72256958304206
90194,1.0,267.9794968119512,,,1,55,38,19,19,41.17390958103351,0.748616537836973,68,3.859847914252896,0.07017905298641629,0.748616537836973,45.19746429199586
90195,1.0,248.40603642576468,,,1,54,40,24,24,42.325551126210485,0.7838065023372311,63,4.69995103997644,0.08703613036993409,0.7838065023372311,47.217041875002906
90196,1.0,239.73587093784542,,,1,52,34,14,14,35.50499125214992,0.6827882933105754,64,3.8877463339013048,0.07476435257502509,0.6827882933105754,39.579487500013784
90197,1.0,315.98308032811036,,,1,66,48,32,32,50.4151231686119,0.7638655025547257,78,6.19787691422971,0.09390722597317742,0.7638655025547257,56.839939291996416
90198,1.0,320.9896092002691,,,1,60,44,30,30,49.43289399618516,0.823881566603086,76,5.322898502869066,0.08871497504781777,0.823881566603086,54.96196545800194
90199,1.0,348.0993724073716,,,1,72,52,40,40,55.45099370699609,0.7701526903749456,86,7.325974380306434,0.10174964417092269,0.7701526903749456,63.04387462500017
