seed,R,T,policy_cost,hungarian_distance_only_cost,hungarian_kappa_cost,milp_objective,serve_all_flag,n_unserved_tasks,term_travel_time,term_makespan,term_balance,n_decisions,n_commitments,cost_is_from_failed_rollout,greedy_served_all,greedy_n_unserved,kappa_served_all,kappa_n_unserved,greedy_term_travel_time,greedy_term_makespan,greedy_term_balance,kappa_term_travel_time,kappa_term_makespan,kappa_term_balance,expert_replay_cost,epoch_count,simulator_failure
90013,10,60,228.65249523000026,267.9811886691207,256.00229330742513,,1,0,2073.8447427867595,294.2738971231469,37.30323701988948,59,60,0,1,0,1,0,2048.7799819712923,312.5041596012856,89.78522088321756,2039.1769381321956,307.5041596012856,75.18625251402153,211.6630447261019,59,0
90014,10,60,351.883749505192,392.4527511631624,390.92131777086513,,1,0,3389.9230961956514,430.6306194645097,46.920927106876604,87,60,0,1,0,1,0,3341.3667590177806,443.510346487446,105.17431087730108,3386.7282652134636,443.510346487446,98.82691484433298,357.6434579673919,87,0
90015,10,60,268.9987214604816,273.1598732303139,271.1598377413093,,1,0,2458.8825363124392,344.9533692604255,42.56724472179343,69,60,0,1,0,1,0,2198.595263769327,324.6943950087136,79.32180761682443,2218.973546408783,329.6943950087136,72.86504940700681,244.65980381102037,69,0
90016,10,60,295.65027178070955,319.4599827827882,320.8356692746054,,1,0,2918.620491759106,374.3481450078327,28.665414619922842,75,60,0,1,0,1,0,2650.1370851554143,365.3526205122926,90.50207043724404,2697.375190520315,379.8054609300068,83.18093339188181,297.8500424166006,75,0
90017,10,60,336.5888204303707,374.26229091848387,374.44240937684833,,1,0,3362.4528269426633,423.15602760382404,30.04703508216221,85,60,0,1,0,1,0,3201.3370436379078,422.094983661788,99.23724932756977,3204.9903033317005,437.83963659919084,93.74096510859022,324.84810476189136,85,0
90018,10,60,346.19709562239893,348.2687358856945,356.8245838010147,,1,0,3186.1032084153753,424.5172535839665,59.501915056574774,85,60,0,1,0,1,0,2915.631138941361,397.82972338622477,96.40124144596285,2907.045036571902,402.82972338622477,107.74909878444777,307.382724805149,85,0
90019,10,60,322.91806966666957,346.45486472791737,359.9066541681588,,1,0,3165.301466486893,405.09808745544547,34.667401119366275,82,60,0,1,0,1,0,3071.530836585612,412.9893610247745,74.31945680355045,3075.297576830122,405.3167931102889,95.92998066939373,312.29804333607666,82,0
90020,10,60,325.15018619165767,357.54786565274077,356.4685461835994,,1,0,2940.5067745110055,392.4891561939451,62.77244077530304,79,60,0,1,0,1,0,2966.435552128365,385.120315473971,109.45307872434404,2954.096586136453,386.97254762562875,108.39422358374952,299.8637846774875,79,0
90021,10,60,271.6460923319678,309.8157292365774,299.16306121285197,,1,0,2657.7962250439678,346.1892766827775,27.750587578086083,70,60,0,1,0,1,0,2608.3812113921986,347.1236083359357,86.75032992381469,2615.999378561636,351.108743677302,69.38696922420485,290.25693858895755,70,0
90022,10,60,272.29233620846924,284.5825061321126,287.68991316373155,,1,0,2479.592537296159,353.0392802777856,42.618050498335776,71,60,0,1,0,1,0,2479.636488681496,331.91028932002024,67.53420592126403,2499.8760749916455,331.91028932002024,70.14460848215771,252.7615056443801,71,0
90023,10,60,288.59915343595617,309.35633139373624,314.7762729948639,,1,0,2754.750420812635,363.6137995983371,37.22464104308693,73,60,0,1,0,1,0,2635.2529917361285,359.7832648770738,79.2744995012527,2623.811703577545,358.9665854908544,88.38374770461934,273.4633622633497,73,0
90024,10,60,371.1042564117889,386.68325997183774,369.2733131931194,,1,0,3507.3605587345005,449.4933155292037,57.28196949963848,90,60,0,1,0,1,0,3396.6461354380212,437.10727698280976,94.03959242492175,3401.305747992902,442.23156737892003,66.85284592750395,353.2801817904756,90,0
90025,10,60,273.26527902133574,306.79222892458176,306.4913617091062,,1,0,2643.451841267829,346.20828408648885,31.380689459633857,70,60,0,1,0,1,0,2477.642688437896,362.0321338062777,89.23342998469826,2478.625255061946,358.4747763994496,89.93636982207062,258.667049632494,70,0
90026,10,60,274.55084304158964,299.38746606635596,293.989658400199,,1,0,2610.4251216022403,363.832244388938,30.179168113509775,73,60,0,1,0,1,0,2568.2657358799306,358.5675645408733,71.50672895032721,2567.2633879157165,352.3620640583781,65.98500736363064,270.57989709555585,73,0
90027,10,60,204.55972511565847,212.27436908936224,214.698887195216,,1,0,1720.628146443901,269.39699570144285,43.58120978891017,54,60,0,1,0,1,0,1625.420512226156,266.4778376202177,64.36998851288996,1609.8810420489017,261.4778376202177,70.99365305868307,172.2068252791072,54,0
90028,10,60,203.77935056589683,232.56712157081577,243.72555071915727,,1,0,1973.3925904457708,280.43451046480425,15.54349884428018,57,60,0,1,0,1,0,2076.5450825660378,292.0240148673647,43.45131521344592,2055.401490864558,290.6355438679341,61.88380808550508,221.57204792914385,57,0
90029,10,60,237.26871029305715,261.3211706104345,270.58478737372695,,1,0,2167.0425236693736,308.7507666756306,36.166069901653714,62,60,0,1,0,1,0,2042.2374354025692,301.6141429592407,84.57081765063151,1996.9001667460807,305.19301466997035,100.785300551533,217.85742594157486,62,0
90030,10,60,427.2056234933145,445.8254243287021,451.68133347001606,,0,2,4205.3024143077355,511.06125499289277,52.80024516097052,101,60,1,0,1,0,2,4036.213523142409,514.7202904449452,93.73825880234432,4042.0448190511806,517.9499815777567,100.50060719900898,419.9834306341034,101,1
90031,10,60,334.94337052708397,355.51848148664243,352.3059440054933,,1,0,3177.3845372622786,416.98585124364706,46.734771536612016,84,60,0,1,0,1,0,2911.4618507639843,408.8949646527464,103.38169284888437,2919.8991980109827,407.4519791505231,98.49444435304844,298.7291888130561,84,0
90032,10,60,332.185715944243,325.5443906602328,335.71256829895094,,1,0,3213.911509736973,409.1694481034617,42.12594274054226,82,60,0,1,0,1,0,2926.6802913222164,391.6306078305472,64.89854464499979,2966.1378431612875,386.6306078305472,77.61029135938497,314.35037911954095,82,0
90033,10,60,319.2513981965559,356.56505801644454,357.082736800316,,1,0,3086.010826628917,403.3800636350773,37.24618705039808,81,60,0,1,0,1,0,3082.7597324617604,412.2723692595117,88.05505945470134,3100.5208630187735,417.2723692595117,85.45246759165718,308.8233243492762,81,0
90034,10,60,180.0302328279233,207.4462187551679,197.186883261228,,1,0,1640.5789906473717,255.25740362109528,20.552226468552817,52,60,0,1,0,1,0,1579.859261389881,255.8552398217499,65.26216409960782,1586.392365975776,253.01347944763964,50.91321920606896,180.14643604487316,52,0
90035,10,60,261.3669655169102,306.63352248975673,297.83457443725143,,1,0,2467.5488462283392,330.9035392922672,35.65460917427038,67,60,0,1,0,1,0,2525.7152932471417,357.2497469867179,86.25551899856256,2518.6841201261323,344.4423250114199,78.67498413133995,265.0438182932362,67,0
90036,10,60,258.9325409521291,268.3524469012053,283.4536407636796,,1,0,2518.075066867536,330.46176017348455,27.69049404603794,67,60,0,1,0,1,0,2319.2656402798766,318.72082546664683,63.44001675301544,2348.391830105692,330.4536667062841,78.41822241174452,240.91261786714665,67,0
90037,10,60,266.3920570091813,293.1635053214615,284.20431131237564,,1,0,2606.8079397420074,349.120083945336,23.8612995226473,70,60,0,1,0,1,0,2513.329282686826,359.82733353162905,67.16128561870215,2511.5988544426655,351.2062751426994,57.42455061760015,256.04147421253634,70,0
90038,10,60,373.92395658848903,395.0730598127857,414.1100134480887,,1,0,3605.896497857408,447.3426545348004,53.05898222186215,90,60,0,1,0,1,0,3567.2608509142447,454.90682487792145,84.3530323098675,3568.4625596203327,472.50874141643294,105.51522212291871,359.4234003039227,90,0
90039,10,60,256.51188449963286,295.65410056324697,282.9041159287255,,1,0,2510.8947389987034,331.5032702891838,24.51314488164985,67,60,0,1,0,1,0,2509.1091751692006,354.6472219894706,72.90659335519572,2522.2971463928443,339.6472219894706,58.55905796184669,276.9351641412015,67,0
90040,10,60,311.4206813647444,346.2343613366987,336.62271218103695,,1,0,3000.1826307213887,392.1970923218663,37.70306539699692,79,60,0,1,0,1,0,2917.6110848205767,401.5305016666479,92.02515568408586,2935.5865247706247,401.5305016666479,76.58124372359794,305.6526898244295,79,0
90041,10,60,412.6850341416132,464.31536897744445,472.6290754458919,,0,1,4185.2205086457125,505.3539632642012,35.753922972183545,101,60,1,0,4,0,4,4304.133507266699,536.8179266616318,88.17390631887497,4302.489942838958,547.4804395992779,96.5896003892941,421.77588382133763,101,1
90042,10,60,244.19893003204922,267.5345221519231,267.05296526035886,,1,0,2284.8241218811127,314.49027130226494,33.36807811907997,63,60,0,1,0,1,0,2212.814715914586,323.11811757080943,70.48743740801703,2203.579616750065,317.5340088817918,72.56322805962097,249.77742453097125,63,0
90043,10,60,316.7726621470297,362.9243353223935,364.8581060982224,,1,0,3133.8155360779456,399.54707590208926,30.63492275311347,80,60,0,1,0,1,0,3137.524448538654,424.7526487173528,87.8798891429434,3143.1543470679644,431.46319023515815,87.83101388600443,309.7331021928427,80,0
90044,10,60,298.21743161596777,352.0021364739052,344.16003021378157,,1,0,3001.806410724439,377.0927544469786,23.798306872125693,76,60,0,1,0,1,0,2926.9275079563936,379.4716981546537,107.04887437128059,2927.1907668422655,380.8866362139707,95.27833883965405,304.49298405382933,76,0
90045,10,60,372.9472072355417,372.07635856638643,360.97070100225466,,1,0,3497.397946625626,461.78826045404395,56.60607778694845,93,60,0,1,0,1,0,3265.8459238002347,433.8046879395677,86.16742146791552,3254.048734338577,424.87600783000096,74.37549166870502,337.3578737172742,93,0
90046,10,60,207.5463549266641,243.64771266298632,257.165591775433,,1,0,2006.340645220591,282.2447707792776,17.315376587568807,57,60,0,1,0,1,0,1930.2411491468918,287.43524476918697,74.32071754009803,1912.8576008891057,298.985221192406,91.34229225679533,194.0238283341575,57,0
90047,10,60,315.59137630858817,331.2029256820622,304.34575655637286,,1,0,2931.8958989620032,391.0963632510723,50.315433793397574,79,60,0,1,0,1,0,2718.0890199451023,381.78781125387354,95.48878388066078,2708.4764682592718,368.87770209809895,62.25259521196426,301.14019292256773,79,0
90048,10,60,299.9349303445704,319.5436864275812,307.3688186882422,,1,0,2766.403733143237,371.94678119749324,49.5652181079501,75,60,0,1,0,1,0,2738.1254183573474,381.98581064545743,76.84838461656489,2735.088606419825,371.98581064545743,63.08898358437705,286.27408186729735,75,0
90049,10,60,265.0058039378793,317.809185330464,316.26167405879977,,1,0,2552.637350024188,347.23256091682356,27.47514233091772,70,60,0,1,0,1,0,2561.313841076246,353.7649824224102,100.24501201581214,2554.2611618686906,358.7649824224102,96.94672686700676,270.89088161843256,70,0
90050,10,60,316.0411277836006,379.4359636661007,370.9282564906963,,1,0,3201.57781650337,399.11236273004073,23.536936525013743,80,60,0,1,0,1,0,3273.745570566465,440.2313943695809,93.79882620415123,3262.981645929164,428.32219601199336,86.66857579516511,330.55016500218,80,0
90051,10,60,341.132617464707,378.1942568159903,356.71259331379724,,1,0,3182.209472482912,413.9992413557074,56.20797701428114,83,60,0,1,0,1,0,3228.8608650830233,436.7266925599048,97.32772266236395,3221.1315334832448,427.10532763934054,70.5048916913147,330.12196829990864,83,0
90052,10,60,402.5553319394336,415.2676641911078,416.35397662594903,,1,0,3748.3296330033563,479.40380612017987,70.1015098485293,96,60,0,1,0,1,0,3431.810781631698,473.3582938723636,119.38262531310244,3435.3170016043196,470.13299425686694,121.73207695758379,336.84854255248945,96,0
90053,10,60,327.28619408185443,339.29399122889555,338.6069750895032,,1,0,3080.028576313951,409.23709022077435,47.31273443749325,82,60,0,1,0,1,0,2901.073210082701,380.5345173806065,90.80179537510128,2879.199006148644,389.9150899138631,88.58630270852859,313.6497940669396,82,0
90054,10,60,290.98067529293326,288.3620603741163,288.56200628877156,,1,0,2807.6002431787874,367.5760001593641,34.44625264067338,74,60,0,1,0,1,0,2386.151608155638,343.9421137564839,77.36810345412394,2406.1026603062946,344.20464288958493,75.74011983106695,259.06658670138825,74,0
90055,10,60,281.3039987800874,298.09652248174194,292.8185292164178,,1,0,2664.1580978544775,364.9287207657074,34.58323145318087,73,60,0,1,0,1,0,2381.5068323529176,329.7661269556322,96.64984927049602,2391.4927452015395,332.86654505999235,87.0912330821157,248.77292116449954,73,0
90056,10,60,205.35918953104132,204.1743510981662,209.6639059897021,,1,0,1797.7841485441024,269.37294480030897,37.680842937068064,54,60,0,1,0,1,0,1733.3965618405755,255.13602908682103,46.770093803161274,1733.1955019133916,257.34760730195467,53.908680957373036,189.26873061136044,54,0
90057,10,60,216.50583670827822,246.74318226184573,269.0726271320493,,1,0,1980.279148760563,286.4439815738394,31.116709477133753,58,60,0,1,0,1,0,1957.1130907946424,298.67972502302723,72.43600907064621,2003.6442762518432,315.86308857880124,94.32378764337452,200.60433288143378,58,0
90058,10,60,274.09600628342804,343.8111368211063,349.64888433144614,,1,0,2695.1071386192634,355.34980533006154,24.701792153958593,72,60,0,1,0,1,0,2693.3111402286936,390.23008938954933,112.95052656557726,2727.0728721157034,396.42746919055094,116.11060339667148,280.06295132000497,72,0
90059,10,60,261.5111829096887,313.57403716083786,314.68697387530347,,1,0,2593.4530255097206,342.5783954287755,20.32724473926652,69,60,0,1,0,1,0,2571.793306366223,357.3342594938221,91.97709708354756,2631.7313466986175,375.95763731116244,81.68132902137086,274.5775882156783,69,0
90060,10,60,315.78546026720545,355.37277897939236,356.7510746091719,,1,0,3106.353528466689,404.4865289196829,30.02852960364305,81,60,0,1,0,1,0,2958.4494040230534,402.82308326298386,100.96565194064658,2996.5519486114054,407.58873838365696,97.81900361554113,315.0501072244495,81,0
90061,10,60,260.8150970725735,287.4843933554878,279.14207264835807,,1,0,2515.9013897272066,333.96836388074956,29.38487421155304,67,60,0,1,0,1,0,2285.305649728552,332.85155759748426,89.14949024537296,2300.5164475325937,327.85155759748426,77.50232796648254,235.94304518175693,67,0
90062,10,60,326.59877242544906,358.26573584065335,361.00150392437024,,1,0,3185.4782892164517,409.03286863214674,36.75193611539447,82,60,0,1,0,1,0,3077.0611929699,424.2038184638796,86.91006773988852,3080.0693865723383,417.1861829089865,92.97894808059908,318.1750114562135,82,0
90063,10,60,307.04319652168846,319.94221313200876,321.8017719126876,,1,0,2845.2270543285313,379.6013159765577,49.92654356034808,76,60,0,1,0,1,0,2621.0204556845215,367.9259830067569,92.97137025109032,2592.4116262416883,362.3028375255685,100.1937270387088,291.91641796841185,76,0
90064,10,60,317.7698903621864,372.48607967776536,374.2579419313064,,1,0,3114.0705104880885,398.56197514875,34.211682991277655,80,60,0,1,0,1,0,3195.5776102141235,420.36138734033227,97.81066076513133,3204.7451957576177,428.6146854552432,96.67461793162789,324.88842025634904,80,0
90065,10,60,302.9742994083492,344.9431278696631,339.5262119996705,,1,0,2896.6334825263084,376.81742672837584,40.34160465464288,76,60,0,1,0,1,0,2693.7444366225136,378.0578888682589,118.72695693639696,2733.2437777934856,401.43068172042905,99.2900299751135,278.54545561108654,76,0
90066,10,60,351.415413854084,370.711974408122,379.71153030581706,,1,0,3362.1957653082413,435.87888632596867,46.977439573555955,88,60,0,1,0,1,0,3217.347533949471,410.4087274176666,96.69910073335848,3231.652503614051,415.60175825640584,106.52399740949869,348.72068093079776,88,0
90067,10,60,285.6423696886118,333.863195991708,330.9701364610782,,1,0,2802.9937728333507,363.3366170019388,28.662664180994057,73,60,0,1,0,1,0,2875.0184447062898,399.14739909626843,78.97914538497076,2875.7567166539156,399.30125919304805,74.70494135783315,307.56566181598686,73,0
90068,10,60,279.8641167775341,306.0361755306798,297.46506345956107,,1,0,2596.0800469819283,360.12270142242875,40.396832711682464,73,60,0,1,0,1,0,2558.3229331679754,363.02750496933925,80.42643071964426,2557.114224247434,348.61635570270306,73.19265653624018,270.08666230951684,73,0
90069,10,60,301.5903543585724,306.8204308498814,308.58488528441603,,1,0,2783.8003997509404,371.54838350450075,50.48810700654445,75,60,0,1,0,1,0,2422.061244709968,361.45214825582195,94.55693382643258,2422.268963537995,361.45214825582195,97.07125219712793,267.40551844206004,75,0
90070,10,60,299.69574395265016,288.9046413697431,298.8776700128302,,1,0,2707.727697329107,363.42129483363317,57.52342158173843,73,60,0,1,0,1,0,2470.2902855685106,346.9805180846441,69.4059180794419,2480.0822020923697,358.99964454467545,78.69105380866193,256.4946510420456,73,0
90071,10,60,263.9427524777963,268.8865304654259,276.920474899768,,1,0,2444.629514753391,333.83566623354756,40.43942516180985,67,60,0,1,0,1,0,2346.656648983646,326.905219035443,58.883891457958896,2375.8986219253898,326.3374249602191,67.93972459104111,248.10991585031107,67,0
90072,10,60,280.3291335705625,304.8739058973725,297.90990634854666,,1,0,2643.4851707632906,354.93511610226545,38.514985429458136,71,60,0,1,0,1,0,2554.8068674000697,352.92680295581835,82.55687163701765,2543.385230122858,354.0229380089797,73.22550847834498,262.1785077776033,71,0
90073,10,60,253.2352367179042,289.62172323356305,292.2615476242965,,1,0,2416.0460153024137,327.6194395705599,29.82047944597298,66,60,0,1,0,1,0,2437.716645198409,337.39980978392737,76.71313502977543,2447.6930566920737,337.5673747426923,79.53315642457108,273.1504422992518,66,0
90074,10,60,259.83086428921604,282.46388919692544,283.40484744725563,,1,0,2427.3016798923695,334.45853685126815,35.90608778627126,67,60,0,1,0,1,0,2327.867086155009,326.02477871934394,80.3991584665508,2321.598178286213,323.618376349234,83.15198397972361,253.0720769367684,67,0
90075,10,60,240.05615541044486,270.500119690438,277.2632309822445,,1,0,2199.8666705534947,304.3412891129405,38.68428911256868,61,60,0,1,0,1,0,2042.6526450143647,309.7298187971361,94.91735198200962,2049.64748559047,321.3748544831997,99.97845806900258,228.1955903287468,61,0
90076,10,60,252.33489144260687,289.9325576953211,276.35167968652166,,1,0,2451.8948470596406,322.97527848676685,26.848123336369042,65,60,0,1,0,1,0,2393.424990494134,325.8768294543418,85.17749044894987,2385.3613770549878,328.13075356500457,65.64020856170976,249.83836566034395,65,0
90077,10,60,364.5333320244547,401.0413475643507,397.7700593358926,,1,0,3518.463280758183,440.97331610534184,49.765714053262684,89,60,0,1,0,1,0,3461.4264037549347,454.5018046326828,102.74077946050824,3459.199814623947,454.5018046326828,98.24766459932493,369.8041529656776,89,0
90078,10,60,331.43124337492594,356.4540603346006,348.9652457185481,,1,0,3253.6698481815592,414.32030851294024,35.633114234540585,83,60,0,1,0,1,0,3098.8749781724837,407.1100372757095,88.19919208370175,3098.3404635397987,407.5938634940318,77.32943248412641,341.617619848139,83,0
90079,10,60,304.19617700250154,337.31257936327336,342.04881183334726,,1,0,2987.744360599798,379.2637035107105,32.92092624612491,76,60,0,1,0,1,0,2852.953501944806,385.8392208994163,90.53150914243969,2853.2417223494813,391.8777010659372,95.22619009917236,304.85686158568257,76,0
90080,10,60,259.51638738173943,255.99951509814457,256.34646676264344,,1,0,2295.3090517651067,329.3237760267735,49.29412676680809,66,60,0,1,0,1,0,2009.6511276045874,315.83804575661,75.0133164354591,1999.0289481225686,315.94504236213743,76.44608989058906,208.3288304377222,66,0
90081,10,60,322.9129772731286,333.87661662208495,331.77526210376936,,1,0,2929.6863815209854,400.1286631367162,57.919743503312645,81,60,0,1,0,1,0,2845.9083708318194,373.32047848020517,90.5527676389732,2810.1385559686178,377.5879636564674,89.33789289841718,276.40576009928634,81,0
90082,10,60,246.86324762288285,224.57055347513955,270.6890054144324,,1,0,2150.1608836719583,313.1902282499473,49.95690251061262,63,60,0,1,0,1,0,2016.6026074430083,282.4307681710763,40.75530391040314,2040.9332148615406,320.771463081882,91.54423945544431,215.43934273204738,63,0
90083,10,60,327.1649209533657,346.33657477089304,341.37024569457856,,1,0,3197.0643818402496,406.67425786604423,37.317204298441254,82,60,0,1,0,1,0,2996.7172353271567,398.09774818448295,86.11894740260459,2995.985428171755,394.552866342986,80.27594626129172,319.87770685736564,82,0
90084,10,60,317.1087183035038,349.37371122820605,357.6360681125252,,1,0,3131.373322305296,399.08784727353816,31.49888283770565,80,60,0,1,0,1,0,3055.5091495728534,407.95149657628605,81.70999213413046,3051.0971673492886,407.95149657628605,93.97618043558089,304.3052836861488,80,0
90085,10,60,309.71305466902515,316.82228608307094,327.28390235752823,,1,0,2975.5717779768856,386.39599240428544,39.49945934436448,78,60,0,1,0,1,0,2813.013944029085,379.2613305312101,67.03005138124058,2804.619338906026,384.2613305312101,81.09660216486742,295.4335537340322,78,0
90086,10,60,331.74508790968383,342.64021781944587,353.5128464975952,,1,0,3145.998787797236,407.2251716258931,48.373824797000225,82,60,0,1,0,1,0,3077.188167902568,412.5324425959165,68.48248641715935,3075.9022385995677,423.49004334486324,80.43784853511056,324.33612151048226,82,0
90087,10,60,299.3946629081405,302.58689766938926,301.54956811240345,,1,0,2774.318624395495,373.74711167153777,47.4458135754669,75,60,0,1,0,1,0,2609.9135285775537,366.2510141971085,69.64596223192024,2616.568531585464,367.09485227814884,67.25744016383237,272.6912069233847,75,0
90088,10,60,223.59436296210296,243.94939681111137,252.76915252052154,,1,0,2042.0213797340184,295.59868786707506,32.49538510053321,60,60,0,1,0,1,0,1973.1098776515958,284.0425246171491,72.00129246448293,1993.200541894156,294.0425246171491,79.38389174252899,212.55162972810706,60,0
90089,10,60,267.8416181757213,304.0002963554412,299.63733015692276,,1,0,2659.1514344492653,345.2955225137458,22.47208255923448,70,60,0,1,0,1,0,2602.383119210084,353.5648542430427,76.73171516766286,2602.6142304097734,357.61520743073896,69.05194104512412,288.05846606084674,70,0
90090,10,60,353.6152033623101,338.9658560452134,348.2179412932612,,1,0,3385.140101562665,447.35743258880336,44.085379121282585,90,60,0,1,0,1,0,3095.9469305067314,413.6426841909107,61.10914702505988,3109.2081958735234,412.1416028761062,73.69680236385852,339.9538263832905,90,0
90091,10,60,386.9880517185949,422.14901259948863,427.58210025481895,,1,0,3778.9274150894917,478.266448350407,45.34397855415159,96,60,0,1,0,1,0,3774.195177736854,492.6458314839627,91.30841261708076,3788.0064895350756,497.50514422952784,96.1727972508167,394.2173085324763,96,0
90092,10,60,311.41258564203133,330.0090632266421,335.2316998273272,,1,0,2914.904124996769,382.2572862275493,48.91298728265724,77,60,0,1,0,1,0,2782.408374056209,376.90787437277726,89.57234964058807,2793.188749015366,381.90787437277726,94.36334277165304,275.1583745855254,77,0
90093,10,60,291.5387299871789,322.5001282508726,321.60088180250625,,1,0,2730.5934501853235,362.2182332631104,44.13495315704222,73,60,0,1,0,1,0,2737.417129189779,384.4016536807603,80.32611711247284,2742.7716892879284,382.22777330153673,79.29376189110798,288.1404182431176,73,0
90094,10,60,326.04497680619136,332.371920445485,325.9657558560222,,1,0,3017.9012440755864,392.2808979907172,57.05055020876165,79,60,0,1,0,1,0,2921.9255213380816,394.3202023820651,74.2100218306245,2916.3661780889975,384.8184030176774,68.79221431172147,320.66158225255424,79,0
90095,10,60,274.0782517570791,328.120174684852,311.23667571188423,,1,0,2628.5916787247656,354.83880336358317,30.935558902690957,71,60,0,1,0,1,0,2638.105205682319,378.61497585830807,99.47021087159499,2641.1798829362515,373.61497585830807,76.66998701797951,278.6314859755793,71,0
90096,10,60,332.02114680933647,362.34959205396945,370.4203003443144,,1,0,3147.0404303001305,410.298759398382,47.61669618878125,83,60,0,1,0,1,0,3039.7080599594633,404.0391999998625,103.13221604391185,3041.7829854377537,407.6878533151633,113.27376446080876,316.068441627926,83,0
90097,10,60,288.95381781634876,319.72710383958014,316.90129377850417,,1,0,2724.5993629215127,362.59232746982815,40.84307002294838,73,60,0,1,0,1,0,2532.2409279319495,346.18892266345017,108.26597713656793,2572.6883196426093,361.691212004764,95.17228309910632,279.715764277291,73,0
90098,10,60,248.5551984775164,247.4391484689414,250.66165152116645,,1,0,2243.7522564977185,320.87678765974044,41.180080485004964,65,60,0,1,0,1,0,1908.0058566907644,297.14573346708715,78.45459944340587,1925.0007103809194,299.8503969519602,80.59580916126603,213.54262298947194,65,0
90099,10,60,318.3426153641379,376.96530122564684,378.0266960914763,,1,0,3131.5621559476695,403.3665271711218,31.78006147112177,81,60,0,1,0,1,0,3154.206396353173,431.47861528417843,104.19782029117545,3145.123433912232,438.8207361217293,104.02458123370627,326.14666634324215,81,0
